instances,feature_F3,algo_random_forest
1,0.4717898064049015,1.3609920665521722
2,0.469604582810329,0.2509260683444051
3,0.4610713558247419,0.36749064271712495
4,0.47266045752983665,0.14962856618795872
5,0.4456628476902231,0.5838160926717757
6,0.46579436522877493,1.0723833637718183
7,0.4725042566448933,0.040224561395793355
8,0.46321196216871735,0.5838160926717757
9,0.4725306790504143,0.3044664684268218
10,0.46868337137402843,0.4306753426320725
11,0.4553993250737142,0.37732478820993376
12,0.4670808357013061,1.2458374013103246
13,0.46885675791454473,0.18157970499583134
14,0.47023718127391656,0.4797132741628843
15,0.47281075943017425,0.040224561395793355
16,0.46055675958129255,0.2118100123873966
17,0.4712788728440479,0.8575822253861671
18,0.4674946852630233,0.3505138293626492
19,0.4715893060753724,0.14962856618795872
20,0.46237777233193766,0.3578695453622775
21,0.46668708992547303,0.28210316047846545
22,0.47227061795580116,0.18349092913256979
23,0.4601075682828816,2.3786786219746205
24,0.4713688152057182,1.1046738620711145
25,0.4707281896687183,1.5550006720210088
26,0.4733906042041669,0.06530715238520614
27,0.47010460002449417,2.6795109108883843
28,0.4750508620504543,0.5256243672167643
29,0.46407063392933956,1.1639366839498875
30,0.46204446608198485,0.040224561395793355
31,0.4677127921945169,0.6076056361625816
32,0.4620829481599124,0.9516744645369443
33,0.4696640931246571,0.5699514452148152
34,0.4616819424575915,0.5256243672167643
35,0.47289541172919325,0.05129223757762999
36,0.47044180501565164,3.233322354235669
37,0.471592827605542,0.022717210246027915
38,0.46866045465682055,0.8159157048826952
39,0.4795043345964388,0.05560337401674575
40,0.46830016888249615,0.4009609360352396
41,0.4681189892839332,0.4306753426320725
42,0.46220883157421083,0.2118100123873966
43,0.4710507881205125,0.2102230242743175
44,0.47218655010580607,0.05129223757762999
45,0.47388377066282383,0.29626046674498435
46,0.4788550448299355,0.4081308279171168
47,0.45978069790802706,1.107681956246903
48,0.4660663316913742,0.512814233487559
49,0.47028237077414864,0.18886369617833015
50,0.46900958214223154,0.040224561395793355
51,0.4679667885468209,0.16819857826475576
52,0.46119054254051006,0.031507471559676585
53,0.46579121766322795,0.19437901233440988
54,0.46589841319688136,0.1437384270393776
55,0.4746543813668883,0.1950280948365461
56,0.4693573639631849,0.4604648601797994
57,0.47152528190057275,0.026758502471819136
58,0.45137115294529756,0.703672305416826
59,0.4719172136686253,0.026758502471819136
60,0.46782648968251106,0.28041775301840594
61,0.46694345004757265,0.031507471559676585
62,0.4649946133206743,0.03708375792113909
63,0.47047758192065775,0.06530715238520614
64,0.4668445222779017,0.031507471559676585
65,0.4657513912123902,0.9481927153309485
66,0.4725360381904501,0.0341840217552464
67,0.471437384955541,0.08985401972619937
68,0.46300803086888964,0.5933269480567753
69,0.4622334575210129,0.07075518956936894
70,0.46427038910812296,0.047307504348546484
71,0.47031018494079485,0.23063173871016032
72,0.47248253064566814,0.5979275065265833
73,0.47016954907264763,0.1552411611083287
74,0.4660728960222847,0.16758969697164494
75,0.46621984663444793,0.02903746001579898
76,0.4693771031852061,0.23722883572248282
77,0.4730133144862161,0.18886369617833015
78,0.4674460661537516,0.283209974254104
79,0.4717659562603052,0.9997710068895627
80,0.4728301861675039,0.18349092913256979
81,0.4671831866069276,0.026758502471819136
82,0.45941644297432493,0.1633667844089058
83,0.4679011313849068,0.14962856618795872
84,0.4564993663011501,0.02903746001579898
85,0.4679258955734732,0.2509260683444051
86,0.464999215987842,0.9323754466811758
87,0.4712110270096907,0.031507471559676585
88,0.4666664919983076,0.15866305549473633
89,0.4662929543164058,0.4918533950607435
90,0.4679488236298242,0.20003984426375196
91,0.46507171554396526,2.079007603143587
92,0.46878322170447173,0.031507471559676585
93,0.46302880297351945,0.07664054841596787
94,0.47149252731094893,0.3873745452932278
95,0.46824349333150067,0.0341840217552464
96,0.46626869467621557,0.14962856618795872
97,0.46767758574998713,0.0341840217552464
98,0.4620696563196842,0.1633667844089058
99,0.4662140567152032,0.33025804387752145
100,0.4730728265415624,0.20584917714392392
101,0.46641167349622786,0.14962856618795872
102,0.4661833990928899,0.040224561395793355
103,0.45628852120795654,0.05129223757762999
104,0.4702449324078174,0.46396102243167076
105,0.44752960314284224,0.4918533950607435
106,0.4718862235919916,0.14962856618795872
107,0.47003610017582453,0.040224561395793355
108,0.47448696821493574,0.18349092913256979
109,0.4689957848857892,0.27277511283697664
