instances,instance_hardness
1,0.2934572147083476
2,0.5648619335335909
3,0.06188818356617054
4,0.5803980652595104
5,0.14121284391256805
6,0.6180024967469384
7,0.5394086658198041
8,0.32091417478412576
9,0.8092135367809603
10,0.09376106715616606
11,0.0916732302334855
12,0.18423899002736455
13,0.09354934087858213
14,0.09822755282982631
15,0.04315430710252377
16,0.24418069563418077
17,0.11803573286611857
18,0.5265959924696964
19,0.42504872021963525
20,0.24304797000437006
21,0.9595358070532762
22,0.2016420422307056
23,0.09376106715616606
24,0.10770729886813557
25,0.03633869194911854
26,0.08537124281198205
27,0.11661549448909214
28,0.06060457744963166
29,0.039606176043952335
30,0.06729258992956144
31,0.04315430710252377
32,0.5307323585490872
33,0.10773200714126685
34,0.7719565849223287
35,0.06060457744963166
36,0.17539503298699488
37,0.39797586851587163
38,0.09376106715616606
39,0.11803573286611857
40,0.11278119964951605
41,0.22804341507767134
42,0.8011392897925135
43,0.08947752429151379
44,0.7274270758936203
45,0.33788344831631645
46,0.12615629583139232
47,0.21577250114575652
48,0.4880150430848087
49,0.05570521957849217
50,0.6957570722216024
51,0.03633869194911854
52,0.07405941241156877
53,0.147243918282552
54,0.039606176043952335
55,0.07781793785400848
56,0.08947752429151379
57,0.13635718261957508
58,0.08947752429151379
59,0.07405941241156877
60,0.10288265289461651
61,0.37324817422891043
62,0.14121284391256805
63,0.11803573286611857
64,0.3559690316517128
65,0.17116599023616286
66,0.11278119964951605
67,0.05118035375208063
68,0.03333141766247749
69,0.8157610099726355
70,0.04700474143497302
71,0.039606176043952335
72,0.19886071020748652
73,0.07163314022717471
74,0.650505689791736
75,0.2725729241063797
76,0.039606176043952335
77,0.1350845759575786
78,0.21577250114575652
79,0.08537124281198205
80,0.1588399879996164
81,0.05118035375208063
82,0.12350099966552408
83,0.08537124281198205
84,0.33788344831631645
85,0.030565122146056223
86,0.11661549448909214
87,0.04700474143497302
88,0.4117305440221072
89,0.09822755282982631
90,0.17539503298699488
91,0.8499305995218888
92,0.06590476718330307
93,0.05570521957849217
94,0.26540367245045837
95,0.1350845759575786
96,0.12350099966552408
97,0.06590476718330307
98,0.08947752429151379
99,0.03333141766247749
100,0.15416547969143424
101,0.3993213029655992
102,0.8901281422193961
103,0.1350845759575786
104,0.09376106715616606
105,0.09822755282982631
106,0.11803573286611857
107,0.13900781179808464
108,0.8833845055109079
109,0.06060457744963166
