instances,feature_N1,algo_random_forest
1,0.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
6,0.0,0.0
7,0.0,0.0
8,1.0,0.0
9,0.75,0.0
10,0.0,0.0
11,0.5,0.0
12,0.0,0.0
13,1.0,0.0
14,1.0,0.0
15,1.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,1.0,0.0
20,0.5,0.0
21,1.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.5,0.0
26,1.0,0.0
27,0.6666666666666666,0.0
28,0.0,0.0
29,1.0,0.0
30,0.0,0.0
31,1.0,0.0
32,0.0,0.0
33,1.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,1.0,0.0
38,0.0,0.0
39,1.0,0.0
40,1.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,1.0,0.0
45,0.0,0.0
46,0.0,0.0
47,1.0,0.0
48,0.5,0.0
49,1.0,0.0
50,1.0,0.0
51,1.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,1.0,0.0
56,1.0,0.0
57,0.5,0.0
58,0.0,0.0
59,1.0,0.0
60,1.0,0.0
61,0.0,0.0
62,1.0,0.0
63,0.0,0.0
64,0.3333333333333333,0.0
65,0.058823529411764705,0.0
66,0.0,0.0
67,0.0,0.0
68,1.0,0.0
69,0.4,0.0
70,0.6666666666666666,0.0
71,0.0,0.0
72,0.2,0.0
73,0.0,0.0
74,0.0,0.0
75,1.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.5,0.0
79,0.5714285714285714,0.0
80,0.5,0.0
81,1.0,0.0
82,0.0,0.0
83,1.0,0.0
84,0.0,0.0
85,1.0,0.0
86,1.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.5,0.0
91,0.0,0.0
92,0.0,0.0
93,1.0,0.0
94,0.0,0.0
95,1.0,0.0
96,0.0,0.0
97,0.5,0.0
98,1.0,0.0
99,0.625,0.0
100,0.0,0.0
101,1.0,0.0
102,0.0,0.0
103,0.5,0.0
104,0.14285714285714285,0.0
105,0.5,0.0
106,1.0,0.0
107,0.0,0.0
108,1.0,0.0
109,0.0,0.0
110,0.5,0.0
111,0.0,0.0
112,1.0,0.0
113,1.0,0.0
114,0.5,0.0
115,1.0,0.0
116,0.0,0.0
117,0.5,0.0
118,1.0,0.0
119,0.0,0.0
120,0.5,0.0
121,1.0,0.0
122,1.0,0.0
123,0.0,0.0
124,1.0,0.0
125,1.0,0.0
126,1.0,0.0
127,0.0,0.0
128,1.0,0.0
129,1.0,0.0
130,0.5,0.0
131,0.5,0.0
132,0.5,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.5,0.0
137,0.0,0.0
138,0.0,0.0
139,0.5,0.0
140,1.0,0.0
141,1.0,0.0
142,0.0,0.0
143,1.0,0.0
144,1.0,0.0
145,1.0,0.0
146,1.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.5,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0,0.0
156,1.0,0.0
157,0.0,0.0
158,1.0,0.0
159,1.0,0.0
160,1.0,0.0
161,0.0,0.0
162,1.0,0.0
163,0.0,0.0
164,1.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,1.0,0.0
169,0.0,0.0
170,1.0,0.0
171,0.3333333333333333,0.0
172,0.5,0.0
173,0.5,0.0
174,0.75,0.0
175,0.0,0.0
176,0.3333333333333333,0.0
177,0.3333333333333333,0.0
178,1.0,0.0
179,0.6666666666666666,0.0
180,0.0,0.0
181,0.3333333333333333,0.0
182,0.8571428571428571,0.0
183,1.0,0.0
184,0.0,0.0
185,0.0,0.0
186,1.0,0.0
187,0.0,0.0
188,1.0,0.0
189,0.0,0.0
190,0.5,0.0
191,1.0,0.0
192,0.0,0.0
193,0.5,0.0
194,1.0,0.0
195,1.0,0.0
196,1.0,0.0
197,1.0,0.0
198,0.5,0.0
199,0.3333333333333333,0.0
200,0.4,0.0
201,1.0,0.0
202,1.0,0.0
203,0.5,0.0
204,0.3333333333333333,0.0
205,1.0,0.0
206,0.0,0.0
207,0.5,0.0
208,1.0,0.0
209,0.0,0.0
210,1.0,0.0
211,0.0,0.0
212,1.0,0.0
213,0.0,0.0
214,1.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.5,0.0
219,0.0,0.0
220,1.0,0.0
221,0.5,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.1111111111111111,0.0
226,0.3333333333333333,0.0
227,0.0,0.0
228,1.0,0.0
229,0.6666666666666666,0.0
230,1.0,0.0
231,1.0,0.0
232,0.0,0.0
233,0.5,0.0
234,1.0,0.0
235,0.5,0.0
236,0.6666666666666666,0.0
237,0.6666666666666666,0.0
238,0.0,0.0
239,0.5,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,1.0,0.0
