instances,feature_N2,algo_random_forest
1,0.0,0.0
2,0.26573729866396667,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.00572542514844343,0.0
10,0.1789689192210523,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.14778912183600423,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.37398724856478394,0.0
22,0.16001720281448806,0.0
23,0.0,0.0
24,0.21747921352884614,0.0
25,0.0,0.0
26,0.04635574918236851,0.0
27,0.10842053961890308,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.1518012191019399,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.015282790883418551,0.0
36,0.0,0.0
37,0.08299162709592989,0.0
38,0.0,0.0
39,0.055456455738722044,0.0
40,0.44627879607897003,0.0
41,0.033718267916688305,0.0
42,0.030567946395595014,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.20831405369555867,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.07718190467581809,0.0
53,0.06343091918612564,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.007582723843149286,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.10809745187467668,0.0
63,0.1309340180946521,0.0
64,0.0,0.0
65,0.006425918227529137,0.0
66,0.0,0.0
67,0.12184389536491513,0.0
68,0.0,0.0
69,0.04764286987440314,0.0
70,0.020267027405772464,0.0
71,0.0,0.0
72,0.15331687388063275,0.0
73,0.0,0.0
74,0.12860895271379846,0.0
75,0.11978236789082797,0.0
76,0.2736627165855403,0.0
77,0.04742706011532716,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.14711572282155327,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.008871202548959789,0.0
86,0.0,0.0
87,0.1875972070136993,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0145823254862949,0.0
94,0.12770111647843174,0.0
95,0.0,0.0
96,0.0,0.0
97,0.13031861206674233,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.17084072095525393,0.0
108,0.0,0.0
109,0.2533865974022731,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.0
114,0.0,0.0
115,0.08106512074294703,0.0
116,0.2677139370116568,0.0
117,0.0,0.0
118,0.0,0.0
119,0.05780790251282253,0.0
120,0.0,0.0
121,0.022919726074375868,0.0
122,0.04540621029424974,0.0
123,0.15350574198794653,0.0
124,0.0,0.0
125,0.443319182239551,0.0
126,0.0,0.0
127,0.0,0.0
128,0.13552417588120136,0.0
129,0.014153467598965075,0.0
130,0.16635008411757335,0.0
131,0.11040202781715347,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.2020080650844135,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0057583944045820346,0.0
140,0.0655284439106435,0.0
141,0.13027067827608396,0.0
142,0.0,0.0
143,0.0,0.0
144,0.3164598489463728,0.0
145,0.2932447347214414,0.0
146,0.0,0.0
147,0.20171349784012726,0.0
148,0.0,0.0
149,0.005666969943385114,0.0
150,0.26475127437275003,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.024853104269124016,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.1330268937897512,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.15445411523509334,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.059020954612757026,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0013195891898173384,0.0
180,0.02203624494548806,0.0
181,0.0,0.0
182,0.0,0.0
183,0.006768827073138528,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.04922699373824657,0.0
188,0.0,0.0
189,0.02030341587131934,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.018502223970098708,0.0
198,0.0,0.0
199,0.14219846853616058,0.0
200,0.0,0.0
201,0.0,0.0
202,0.16794165656254811,0.0
203,0.08674273220292639,0.0
204,0.1994714627742259,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,0.029395954825970905,0.0
211,0.0,0.0
212,0.09819840996839124,0.0
213,0.0,0.0
214,0.00969519998622892,0.0
215,0.0,0.0
216,0.12262981945685902,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.19682081552823238,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.08946810585797038,0.0
231,0.0,0.0
232,0.025090312057955533,0.0
233,0.0036002522268119286,0.0
234,0.0,0.0
235,0.12909045488113724,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
