instances,feature_LSC,algo_random_forest
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,0.8723404255319149,0.0
6,1.0,0.0
7,1.0,0.0
8,0.9787234042553191,0.0
9,0.9203539823008849,0.0
10,1.0,0.0
11,1.0,0.0
12,1.0,0.0
13,1.0,0.0
14,0.9203539823008849,0.0
15,1.0,0.0
16,1.0,0.0
17,1.0,0.0
18,1.0,0.0
19,0.9292035398230089,0.0
20,0.9557522123893806,0.0
21,0.9574468085106383,0.0
22,1.0,0.0
23,1.0,0.0
24,1.0,0.0
25,1.0,0.0
26,0.75,0.0
27,0.9292035398230089,0.0
28,0.9646017699115044,0.0
29,1.0,0.0
30,0.9557522123893806,0.0
31,0.9911504424778761,0.0
32,1.0,0.0
33,0.9911504424778761,0.0
34,0.9292035398230089,0.0
35,1.0,0.0
36,1.0,0.0
37,0.9911504424778761,0.0
38,1.0,0.0
39,0.9444444444444444,0.0
40,0.9911504424778761,0.0
41,0.9285714285714286,0.0
42,1.0,0.0
43,1.0,0.0
44,0.9642857142857143,0.0
45,0.9911504424778761,0.0
46,0.9026548672566371,0.0
47,0.8723404255319149,0.0
48,0.9787234042553191,0.0
49,1.0,0.0
50,0.9787234042553191,0.0
51,0.9574468085106383,0.0
52,1.0,0.0
53,1.0,0.0
54,0.911504424778761,0.0
55,0.9203539823008849,0.0
56,0.9203539823008849,0.0
57,0.9292035398230089,0.0
58,0.9444444444444444,0.0
59,1.0,0.0
60,0.9823008849557522,0.0
61,1.0,0.0
62,1.0,0.0
63,1.0,0.0
64,0.9823008849557522,0.0
65,0.75,0.0
66,0.9911504424778761,0.0
67,0.9787234042553191,0.0
68,1.0,0.0
69,0.9469026548672567,0.0
70,1.0,0.0
71,1.0,0.0
72,0.9203539823008849,0.0
73,0.75,0.0
74,0.75,0.0
75,1.0,0.0
76,0.9292035398230089,0.0
77,0.9823008849557522,0.0
78,0.9823008849557522,0.0
79,0.9646017699115044,0.0
80,1.0,0.0
81,0.9787234042553191,0.0
82,1.0,0.0
83,0.9292035398230089,0.0
84,1.0,0.0
85,0.9646017699115044,0.0
86,1.0,0.0
87,0.9203539823008849,0.0
88,0.9646017699115044,0.0
89,0.9787234042553191,0.0
90,1.0,0.0
91,1.0,0.0
92,0.9148936170212766,0.0
93,1.0,0.0
94,1.0,0.0
95,1.0,0.0
96,1.0,0.0
97,1.0,0.0
98,0.9823008849557522,0.0
99,0.9203539823008849,0.0
100,0.9787234042553191,0.0
101,0.9823008849557522,0.0
102,0.9444444444444444,0.0
103,0.911504424778761,0.0
104,0.9787234042553191,0.0
105,0.75,0.0
106,0.9292035398230089,0.0
107,0.9911504424778761,0.0
108,1.0,0.0
109,0.8888888888888888,0.0
110,1.0,0.0
111,0.8723404255319149,0.0
112,0.9911504424778761,0.0
113,1.0,0.0
114,0.9574468085106383,0.0
115,0.9823008849557522,0.0
