instances,instance_hardness
1,0.10464090174838114
2,0.043883304758695396
3,0.24212718976557823
4,0.050903921027292576
5,0.043883304758695396
6,0.0802245520774999
7,0.9266361868538766
8,0.3771880649706433
9,0.058978437822782004
10,0.06824166431136913
11,0.09091890866324426
12,0.07698271003027579
13,0.17596080544010795
14,0.12008469323983573
15,0.781657866209499
16,0.21586590073489065
17,0.043883304758695396
18,0.058978437822782004
19,0.695864643853914
20,0.09837037099218804
21,0.27321517668672923
22,0.19628842232332966
23,0.06824166431136913
24,0.043883304758695396
25,0.07698271003027579
26,0.07336381314612339
27,0.05480125568764327
28,0.8322243735663686
29,0.043883304758695396
30,0.41210577274805726
31,0.08468310108491695
32,0.13501492563644235
33,0.043883304758695396
34,0.3933732056032808
35,0.13501492563644235
36,0.09756495695718936
37,0.06824166431136913
38,0.08468310108491695
39,0.15717989932502363
40,0.08468310108491695
41,0.0802245520774999
42,0.08359054891193962
43,0.08708440206262746
44,0.13762727221536042
45,0.7323838215358912
46,0.6765907416461704
47,0.04726989413962934
48,0.8322243735663686
49,0.07698271003027579
50,0.8366473281383398
51,0.043883304758695396
52,0.695864643853914
53,0.46963663601770467
54,0.24212718976557823
55,0.058978437822782004
56,0.043883304758695396
57,0.0802245520774999
58,0.1109412335780724
59,0.11543427004173057
60,0.5109270376759345
61,0.12489601230801117
62,0.043883304758695396
63,0.10241294271374435
64,0.6765907416461704
65,0.13501492563644235
66,0.25893369134819166
67,0.169563500036635
68,0.41210577274805726
69,0.14581705483989116
70,0.05480125568764327
71,0.17596080544010795
72,0.07698271003027579
73,0.04726989413962934
74,0.18932187078184315
75,0.27321517668672923
76,0.140329039807513
77,0.043883304758695396
78,0.058978437822782004
79,0.09070983362553753
80,0.09837037099218804
81,0.06824166431136913
82,0.050903921027292576
83,0.043883304758695396
84,0.15717989932502363
85,0.17596080544010795
86,0.09447057769271117
87,0.10660200349893234
88,0.12008469323983573
89,0.15732623753965214
90,0.058978437822782004
91,0.10241294271374435
92,0.058978437822782004
93,0.043883304758695396
94,0.21079815680773906
95,0.07401515694377414
96,0.22934123338327828
97,0.08359054891193962
98,0.12987164982791533
99,0.0802245520774999
100,0.16335267186166025
101,0.09070983362553753
102,0.0802245520774999
103,0.0802245520774999
104,0.9527301058603707
105,0.09447057769271117
106,0.12489601230801117
107,0.14713502993792416
108,0.12489601230801117
109,0.08359054891193962
