instances,feature_Usefulness,algo_random_forest
1,0.9836065573770492,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
6,0.9918032786885246,0.0
7,0.9918032786885246,0.0
8,1.0,0.0
9,1.0,0.0
10,1.0,0.0
11,1.0,0.0
12,1.0,0.0
13,0.7622950819672132,0.0
14,1.0,0.0
15,1.0,0.0
16,0.7622950819672132,0.0
17,0.9918032786885246,0.0
18,0.9508196721311475,0.0
19,1.0,0.0
20,0.9754098360655737,0.0
21,1.0,0.0
22,0.7622950819672132,0.0
23,0.9918032786885246,0.0
24,1.0,0.0
25,0.7622950819672132,0.0
26,0.7622950819672132,0.0
27,1.0,0.0
28,1.0,0.0
29,0.9754098360655737,0.0
30,0.9918032786885246,0.0
31,1.0,0.0
32,1.0,0.0
33,0.962962962962963,0.0
34,1.0,0.0
35,0.7622950819672132,0.0
36,0.9426229508196722,0.0
37,1.0,0.0
38,1.0,0.0
39,1.0,0.0
40,0.9736842105263158,0.0
41,1.0,0.0
42,1.0,0.0
43,0.9259259259259259,0.0
44,1.0,0.0
45,0.9545454545454546,0.0
46,1.0,0.0
47,0.9473684210526316,0.0
48,0.9736842105263158,0.0
49,1.0,0.0
50,0.9508196721311475,0.0
51,0.9545454545454546,0.0
52,0.8888888888888888,0.0
53,0.9736842105263158,0.0
54,0.9836065573770492,0.0
55,0.7540983606557377,0.0
56,1.0,0.0
57,0.7622950819672132,0.0
58,1.0,0.0
59,0.9473684210526316,0.0
60,0.9836065573770492,0.0
61,0.9836065573770492,0.0
62,0.7407407407407407,0.0
63,1.0,0.0
64,0.9210526315789473,0.0
65,1.0,0.0
66,0.9918032786885246,0.0
67,0.7407407407407407,0.0
68,0.9473684210526316,0.0
69,0.9918032786885246,0.0
70,0.7540983606557377,0.0
71,0.9754098360655737,0.0
72,0.9180327868852459,0.0
73,1.0,0.0
74,0.9836065573770492,0.0
75,1.0,0.0
76,0.7622950819672132,0.0
77,1.0,0.0
78,0.9736842105263158,0.0
79,0.7622950819672132,0.0
80,1.0,0.0
81,0.9754098360655737,0.0
82,1.0,0.0
83,0.7622950819672132,0.0
84,1.0,0.0
85,1.0,0.0
86,0.7622950819672132,0.0
87,1.0,0.0
88,1.0,0.0
89,0.9508196721311475,0.0
90,0.9754098360655737,0.0
91,1.0,0.0
92,0.7622950819672132,0.0
93,0.9180327868852459,0.0
94,1.0,0.0
95,0.9918032786885246,0.0
96,1.0,0.0
97,1.0,0.0
98,0.9918032786885246,0.0
99,1.0,0.0
100,0.9508196721311475,0.0
101,0.7622950819672132,0.0
102,0.9545454545454546,0.0
103,0.7622950819672132,0.0
104,1.0,0.0
105,1.0,0.0
106,1.0,0.0
107,0.9210526315789473,0.0
108,0.9918032786885246,0.0
109,0.9545454545454546,0.0
110,1.0,0.0
111,0.9545454545454546,0.0
112,1.0,0.0
113,1.0,0.0
114,0.7622950819672132,0.0
115,0.9180327868852459,0.0
116,0.7622950819672132,0.0
117,1.0,0.0
118,1.0,0.0
119,0.9180327868852459,0.0
120,0.7622950819672132,0.0
121,0.9473684210526316,0.0
122,1.0,0.0
123,0.7622950819672132,0.0
124,0.9836065573770492,0.0
125,1.0,0.0
126,1.0,0.0
127,1.0,0.0
128,0.9836065573770492,0.0
129,0.9344262295081968,0.0
130,0.9754098360655737,0.0
131,1.0,0.0
132,0.9736842105263158,0.0
133,1.0,0.0
134,1.0,0.0
135,0.9259259259259259,0.0
136,0.7622950819672132,0.0
137,1.0,0.0
138,1.0,0.0
139,0.7407407407407407,0.0
140,0.7622950819672132,0.0
141,0.7622950819672132,0.0
142,1.0,0.0
143,0.9545454545454546,0.0
144,0.9918032786885246,0.0
145,1.0,0.0
146,1.0,0.0
147,1.0,0.0
148,1.0,0.0
149,1.0,0.0
150,1.0,0.0
151,1.0,0.0
152,1.0,0.0
153,1.0,0.0
154,1.0,0.0
155,1.0,0.0
156,1.0,0.0
157,0.9210526315789473,0.0
158,0.9545454545454546,0.0
159,1.0,0.0
160,0.9180327868852459,0.0
161,1.0,0.0
162,0.7622950819672132,0.0
163,1.0,0.0
164,0.9736842105263158,0.0
165,1.0,0.0
166,1.0,0.0
167,1.0,0.0
168,1.0,0.0
169,0.9473684210526316,0.0
170,1.0,0.0
171,0.7622950819672132,0.0
172,1.0,0.0
173,0.7407407407407407,0.0
174,1.0,0.0
175,1.0,0.0
176,1.0,0.0
177,0.9590163934426229,0.0
178,1.0,0.0
179,0.9754098360655737,0.0
180,0.9918032786885246,0.0
181,1.0,0.0
182,0.9180327868852459,0.0
183,1.0,0.0
184,0.9180327868852459,0.0
185,0.9918032786885246,0.0
186,1.0,0.0
187,1.0,0.0
188,0.7540983606557377,0.0
189,1.0,0.0
190,1.0,0.0
191,0.9259259259259259,0.0
192,0.9508196721311475,0.0
193,1.0,0.0
194,1.0,0.0
195,0.7622950819672132,0.0
196,0.9180327868852459,0.0
197,0.9508196721311475,0.0
198,1.0,0.0
199,0.962962962962963,0.0
200,1.0,0.0
201,1.0,0.0
202,1.0,0.0
203,1.0,0.0
204,1.0,0.0
205,0.9545454545454546,0.0
206,1.0,0.0
207,0.9672131147540983,0.0
208,0.9836065573770492,0.0
209,1.0,0.0
210,0.9180327868852459,0.0
211,1.0,0.0
212,0.7622950819672132,0.0
213,0.9836065573770492,0.0
214,0.9180327868852459,0.0
215,1.0,0.0
216,1.0,0.0
217,0.9473684210526316,0.0
218,0.9736842105263158,0.0
219,0.7622950819672132,0.0
220,1.0,0.0
221,1.0,0.0
222,0.9754098360655737,0.0
223,1.0,0.0
224,0.9736842105263158,0.0
225,1.0,0.0
226,1.0,0.0
227,0.9736842105263158,0.0
228,1.0,0.0
229,1.0,0.0
230,1.0,0.0
231,0.7622950819672132,0.0
232,1.0,0.0
233,0.7622950819672132,0.0
234,0.7622950819672132,0.0
235,1.0,0.0
236,0.7622950819672132,0.0
237,0.9180327868852459,0.0
238,1.0,0.0
239,1.0,0.0
240,1.0,0.0
241,1.0,0.0
242,0.9836065573770492,0.0
243,0.9918032786885246,0.0
