instances,feature_LSC,algo_random_forest
1,1.0,0.5621189181535413
2,1.0,0.06187540371808753
3,0.9807692307692307,1.3862943611198906
4,0.9807692307692307,1.1394342831883648
5,1.0,1.2378743560016174
6,0.9795918367346939,0.15082288973458366
7,1.0,1.4271163556401458
8,0.9897959183673469,0.3856624808119846
9,1.0,1.5606477482646683
10,0.9807692307692307,1.0788096613719298
11,1.0,1.2378743560016174
12,1.0,0.11653381625595151
13,1.0,0.15082288973458366
14,0.9615384615384616,1.5141277326297755
15,1.0,0.020202707317519466
16,0.9795918367346939,0.4780358009429998
17,1.0,0.2231435513142097
18,0.9807692307692307,1.7147984280919266
19,0.9807692307692307,2.659260036932778
20,1.0,0.2613647641344075
21,1.0,0.21072103131565253
22,0.9795918367346939,0.15082288973458366
23,0.9897959183673469,0.2231435513142097
24,0.9693877551020408,0.3285040669720361
25,1.0,0.11653381625595151
26,0.9387755102040817,0.030459207484708574
27,1.0,1.6607312068216509
28,0.9795918367346939,0.21072103131565253
29,1.0,0.3011050927839216
30,1.0,0.1743533871447778
31,1.0,0.2231435513142097
32,1.0,1.6094379124341003
33,0.9897959183673469,0.2613647641344075
34,0.9897959183673469,0.12783337150988489
35,0.9807692307692307,0.9942522733438669
36,0.9897959183673469,0.5108256237659907
37,0.9807692307692307,0.8675005677047231
38,1.0,0.4307829160924542
39,1.0,1.8971199848858813
40,1.0,1.8325814637483102
41,0.9693877551020408,0.1743533871447778
42,0.9897959183673469,0.030459207484708574
43,0.9897959183673469,0.18632957819149348
44,0.9693877551020408,0.19845093872383832
45,0.9489795918367347,0.23572233352106983
46,1.0,0.3285040669720361
47,0.9807692307692307,1.8325814637483102
48,0.9693877551020408,0.11653381625595151
49,1.0,1.171182981502945
50,1.0,0.15082288973458366
51,1.0,1.7719568419318752
52,0.9897959183673469,0.18632957819149348
53,0.9897959183673469,0.2744368457017603
54,0.9591836734693877,0.13926206733350766
55,0.9591836734693877,0.12783337150988489
56,0.9897959183673469,0.13926206733350766
57,1.0,1.3093333199837622
58,0.9807692307692307,1.1394342831883648
59,0.9795918367346939,0.342490308946776
60,1.0,1.9661128563728327
61,0.9795918367346939,0.16251892949777494
62,0.9807692307692307,1.2378743560016174
63,1.0,2.4079456086518722
64,0.9795918367346939,0.08338160893905101
65,1.0,2.4079456086518722
66,1.0,1.9661128563728327
67,1.0,0.2744368457017603
68,1.0,0.40047756659712525
69,0.9897959183673469,0.23572233352106983
70,1.0,2.120263536200091
71,0.9807692307692307,2.2072749131897207
72,0.9795918367346939,0.12783337150988489
73,1.0,0.40047756659712525
74,1.0,1.9661128563728327
75,1.0,1.2378743560016174
76,1.0,1.8325814637483102
77,0.9693877551020408,0.31471074483970024
78,1.0,1.8971199848858813
79,0.9591836734693877,0.19845093872383832
80,0.9807692307692307,1.3862943611198906
81,0.846938775510204,0.10536051565782628
82,1.0,1.7719568419318752
83,0.9897959183673469,0.616186139423817
84,1.0,0.31471074483970024
85,0.9795918367346939,0.342490308946776
86,0.9897959183673469,0.4620354595965587
87,1.0,3.912023005428146
88,1.0,0.21072103131565253
89,1.0,0.10536051565782628
90,1.0,0.19845093872383832
91,0.9795918367346939,0.40047756659712525
92,1.0,1.6607312068216509
93,0.9591836734693877,0.07257069283483537
94,1.0,1.6094379124341003
95,0.9795918367346939,0.2484613592984996
96,0.9807692307692307,1.6607312068216509
97,0.9897959183673469,0.21072103131565253
98,0.9489795918367347,0.18632957819149348
99,1.0,1.8325814637483102
100,0.9423076923076923,2.3025850929940455
101,0.9183673469387755,0.19845093872383832
102,0.9795918367346939,0.09431067947124129
103,0.9693877551020408,0.13926206733350766
104,0.9795918367346939,0.19845093872383832
105,1.0,0.3856624808119846
106,1.0,0.2231435513142097
107,1.0,3.2188758248682006
108,0.9897959183673469,0.18632957819149348
109,1.0,0.5978370007556204
110,0.9807692307692307,1.9661128563728327
111,1.0,0.3285040669720361
112,0.9423076923076923,2.2072749131897207
113,0.9897959183673469,0.12783337150988489
114,0.9795918367346939,0.2876820724517809
115,0.9591836734693877,0.020202707317519466
116,0.9795918367346939,0.18632957819149348
117,0.9489795918367347,0.13926206733350766
118,0.9591836734693877,0.09431067947124129
119,0.9897959183673469,0.16251892949777494
120,1.0,0.616186139423817
121,1.0,0.1743533871447778
122,1.0,1.6094379124341003
123,1.0,0.2613647641344075
124,1.0,0.4155154439616658
125,1.0,0.40047756659712525
126,0.9897959183673469,0.19845093872383832
127,1.0,0.4942963218147801
128,1.0,1.9661128563728327
129,0.9591836734693877,0.16251892949777494
130,1.0,0.4462871026284195
131,0.9591836734693877,0.1743533871447778
132,0.9795918367346939,0.19845093872383832
133,0.9795918367346939,0.020202707317519466
134,0.9897959183673469,0.37106368139083207
135,0.9897959183673469,0.13926206733350766
136,0.9897959183673469,0.09431067947124129
137,0.9807692307692307,1.0216512475319814
138,0.9807692307692307,1.1394342831883648
139,1.0,0.3011050927839216
140,1.0,1.8325814637483102
141,0.9285714285714286,0.2876820724517809
142,0.9591836734693877,0.13926206733350766
143,1.0,1.9661128563728327
144,0.9615384615384616,1.1394342831883648
145,1.0,0.2876820724517809
146,0.9387755102040817,0.2613647641344075
147,0.9795918367346939,0.4942963218147801
148,0.9807692307692307,0.7985076962177716
149,0.9795918367346939,0.05129329438755058
150,1.0,1.0498221244986778
151,0.9693877551020408,0.2744368457017603
152,0.9615384615384616,0.8915981192837836
