instances,feature_LSC,algo_random_forest
1,0.9747899159663865,0.0
2,0.8907563025210083,0.0
3,1.0,0.0
4,0.9159663865546218,0.0
5,0.9915966386554622,0.0
6,1.0,0.0
7,0.9915966386554622,0.0
8,0.9915966386554622,0.0
9,0.957983193277311,0.0
10,0.9327731092436975,0.0
11,1.0,0.0
12,1.0,0.0
13,1.0,0.0
14,1.0,0.0
15,1.0,0.0
16,1.0,0.0
17,1.0,0.0
18,1.0,0.0
19,1.0,0.0
20,0.9747899159663865,0.0
21,1.0,0.0
22,1.0,0.0
23,0.8235294117647058,0.0
24,0.8907563025210083,0.0
25,0.8928571428571429,0.0
26,1.0,0.0
27,1.0,0.0
28,0.9375,0.0
29,1.0,0.0
30,0.9915966386554622,0.0
31,0.9831932773109243,0.0
32,0.9411764705882353,0.0
33,1.0,0.0
34,1.0,0.0
35,0.9915966386554622,0.0
36,0.9302325581395349,0.0
37,0.9663865546218487,0.0
38,1.0,0.0
39,1.0,0.0
40,0.9767441860465116,0.0
41,0.957983193277311,0.0
42,1.0,0.0
43,0.9915966386554622,0.0
44,0.9915966386554622,0.0
45,1.0,0.0
46,1.0,0.0
47,0.8571428571428572,0.0
48,0.9285714285714286,0.0
49,1.0,0.0
50,0.9767441860465116,0.0
51,0.8214285714285714,0.0
52,0.8235294117647058,0.0
53,0.9663865546218487,0.0
54,0.9915966386554622,0.0
55,0.9327731092436975,0.0
56,0.9915966386554622,0.0
57,1.0,0.0
58,0.9767441860465116,0.0
59,1.0,0.0
60,0.9915966386554622,0.0
61,0.9915966386554622,0.0
62,0.9747899159663865,0.0
63,1.0,0.0
64,1.0,0.0
65,1.0,0.0
66,1.0,0.0
67,0.9285714285714286,0.0
68,1.0,0.0
69,1.0,0.0
70,0.9375,0.0
71,0.8907563025210083,0.0
72,0.9915966386554622,0.0
73,0.9285714285714286,0.0
74,0.957983193277311,0.0
75,1.0,0.0
76,0.7857142857142857,0.0
77,1.0,0.0
78,1.0,0.0
79,1.0,0.0
80,1.0,0.0
81,0.9495798319327731,0.0
82,0.957983193277311,0.0
83,1.0,0.0
84,1.0,0.0
85,0.8907563025210083,0.0
86,0.9663865546218487,0.0
87,1.0,0.0
88,1.0,0.0
89,1.0,0.0
90,0.9831932773109243,0.0
91,1.0,0.0
92,1.0,0.0
93,1.0,0.0
94,0.9747899159663865,0.0
95,0.9411764705882353,0.0
96,1.0,0.0
97,1.0,0.0
98,0.8907563025210083,0.0
99,0.9411764705882353,0.0
100,1.0,0.0
101,1.0,0.0
102,0.9915966386554622,0.0
103,0.9327731092436975,0.0
104,0.9915966386554622,0.0
105,0.9534883720930233,0.0
106,0.9285714285714286,0.0
107,0.9915966386554622,0.0
108,1.0,0.0
109,0.9747899159663865,0.0
110,1.0,0.0
111,0.957983193277311,0.0
112,0.9915966386554622,0.0
113,0.7857142857142857,0.0
114,0.9915966386554622,0.0
115,0.9285714285714286,0.0
116,1.0,0.0
117,1.0,0.0
118,1.0,0.0
119,1.0,0.0
120,1.0,0.0
121,0.9915966386554622,0.0
122,1.0,0.0
123,0.957983193277311,0.0
124,0.8214285714285714,0.0
125,0.9302325581395349,0.0
126,0.9767441860465116,0.0
127,0.8907563025210083,0.0
128,1.0,0.0
129,0.9915966386554622,0.0
130,0.957983193277311,0.0
131,1.0,0.0
132,0.9915966386554622,0.0
133,0.9285714285714286,0.0
134,0.9831932773109243,0.0
135,1.0,0.0
136,0.9243697478991597,0.0
137,0.8907563025210083,0.0
138,1.0,0.0
139,0.9411764705882353,0.0
140,1.0,0.0
141,0.8907563025210083,0.0
142,1.0,0.0
143,1.0,0.0
144,1.0,0.0
145,1.0,0.0
146,0.9915966386554622,0.0
147,1.0,0.0
148,1.0,0.0
149,0.9495798319327731,0.0
150,1.0,0.0
151,1.0,0.0
152,0.9915966386554622,0.0
153,0.9411764705882353,0.0
154,0.9915966386554622,0.0
155,0.8907563025210083,0.0
156,1.0,0.0
157,1.0,0.0
158,0.9831932773109243,0.0
159,0.9663865546218487,0.0
160,1.0,0.0
