Row,z_1,z_2
1,-0.5111512963430138,0.2758613236153463
2,-0.42773961771955266,0.2782720546287826
3,-0.49167589828300867,0.27642419378984806
4,-0.45794348068295193,0.2773991146475584
5,-0.4428297392638288,0.277835925964264
6,0.31545355567380207,-1.340785664228586
7,-0.07217509954103249,-0.03955899992261717
8,-0.6292596642288393,0.2724478027498326
9,-0.461567658658829,0.27729437010352276
10,-0.4508260499090131,0.27760481978844365
11,-0.6661841860908282,0.27138062496995796
12,-0.4212159929314843,0.27846059782628385
13,-0.30943098787868306,0.2816913633853183
14,-0.23161946907845932,0.28394024081675173
15,0.231296548817984,0.627504505331155
16,1.0042876232128635,-0.9906920064954339
17,0.2949805992622385,-1.34137736543605
18,-0.36136076046320076,-0.04791692836778414
19,0.9325100204101862,-0.9927664940971959
20,-0.260091500720829,-0.04499008467877574
21,0.4635536376250895,-1.336505334824545
22,0.3654019135160198,-1.3393420767441042
23,-0.09567762300036342,0.2878691777446807
24,0.5865314268653339,-1.3329510798883315
25,0.281535573909115,-1.3417659481876516
26,-0.059791868118140246,-0.3673085429263056
27,0.5400732238425194,-1.3342937963125052
28,-0.5132704909577431,0.2758000754991886
29,-0.5102839287538099,0.2758863919269047
30,-0.2735411874793497,-0.04537880215245394
31,-0.3201563711241914,-0.046726055567853274
32,0.5281379449680598,-1.3346387449745092
33,0.2610457408073032,0.6283643045935229
34,0.2429107683111697,0.6278401748631814
35,-0.4543290839111133,0.27750357649914237
36,-0.3630985215671926,0.2801402857663008
37,-0.234025149882513,0.2838707127911987
38,-0.3584885793469857,0.280273520474723
39,-0.47587705361026755,0.2768808056870977
40,-0.6349213673623334,0.2722841704676626
41,-0.49600736364171416,0.2762990075084282
42,0.762998180740244,-1.327850908264558
43,-0.4260284232883515,0.27832151088662793
44,0.592027837301613,-1.3327922248296635
45,0.4774895622813159,-1.3361025642973945
46,0.27330685579294867,-1.0138963331000577
47,-0.40541665553686757,0.27891722396398444
48,-0.49400484472405704,0.2763568835101998
49,-0.6617678902323094,0.27150826298859443
50,-0.46559638131094583,0.27717793357086606
51,0.3619339701109018,0.8112249306894589
52,0.3967189402596252,0.8122302720004465
53,0.34269015399910663,0.8106687536039097
54,0.59788618695486,0.8070661844089606
55,0.3838804249375404,0.8118592183594673
56,0.6148546411124679,0.8075565998922946
57,0.3898869436796903,0.8120328163646081
58,0.5967183275998295,0.8070324314044297
59,0.40624320456542706,0.8125055384825636
60,0.6276987896325094,0.8079278163417107
61,0.5653015894520338,0.8061244373891577
