Row,bagging,gradient_boosting,logistic_regression,mlp,random_forest,svc_linear,svc_rbf
1,9.992007221626417e-16,0.0964000946239656,0.0055925548827064,1.9012311057132312e-05,9.992007221626417e-16,0.0171722922625095,0.0198054001159798
2,9.992007221626417e-16,0.000813934875069,0.0085572968328336,6.84176685347327e-05,9.992007221626417e-16,0.0293753193661471,0.0254346842696429
3,9.992007221626417e-16,0.000813934875069,0.0039862907879579,8.209683084771529e-06,9.992007221626417e-16,0.0192691615829151,0.0164816692312085
4,9.992007221626417e-16,0.1116913316205697,0.0057289441733165,1.5639665121168313e-05,9.992007221626417e-16,0.0276357000939215,0.0188266088053994
5,9.992007221626417e-16,9.992007221626417e-16,0.0006868137081186,8.273670214813623e-06,9.992007221626417e-16,0.0202508350034207,0.0164404401497422
6,9.992007221626417e-16,0.0964000946239656,0.0075197829356647,6.424741522057706e-05,9.992007221626417e-16,0.0175764148548343,0.0217388284221147
7,9.992007221626417e-16,0.0359361637720167,0.0041730211470515,4.180907795166744e-06,9.992007221626417e-16,0.0231977151720772,0.0185604218069903
8,9.992007221626417e-16,0.0359361637720167,0.0045197975376276,1.1213265673044891e-05,9.992007221626417e-16,0.0228061155006372,0.0181626492988599
9,9.992007221626417e-16,0.0964000946239656,0.0101679976578527,5.467445739629927e-05,0.0916671885258238,0.0451681802898225,0.0349380848707061
10,9.992007221626417e-16,9.992007221626417e-16,0.0021833432553834,2.0512752583218545e-05,9.992007221626417e-16,0.0274689880731869,0.0163744428574082
11,9.992007221626417e-16,0.0359361637720167,0.0030909025298163,1.3778212219541496e-05,9.992007221626417e-16,0.0184917486252143,0.0169094441897116
12,9.992007221626417e-16,0.0359361637720167,0.0044817983103183,7.530604639818458e-06,9.992007221626417e-16,0.0240223507048042,0.0191680486889754
13,9.992007221626417e-16,0.0964000946239656,0.009278724587485,5.0929160716660175e-05,9.992007221626417e-16,0.0320657933070006,0.0288870617905357
14,9.992007221626417e-16,0.0359361637720167,0.0028000690989855,1.001130980870052e-06,9.992007221626417e-16,0.0147765854741574,0.0116958793396207
15,9.992007221626417e-16,0.000813934875069,0.0012196752949397,1.316813897702948e-05,9.992007221626417e-16,0.0129408751573333,0.0142344123465046
16,9.992007221626417e-16,9.992007221626417e-16,0.0003066934974802,2.857460576372323e-05,9.992007221626417e-16,0.0235842763438678,0.0589048200405697
17,9.992007221626417e-16,0.000813934875069,0.0025601435337487,2.932105814300295e-05,9.992007221626417e-16,0.0204941482227068,0.0194862690049332
18,9.992007221626417e-16,0.1116913316205697,0.0038018276225361,3.024163081617428e-05,9.992007221626417e-16,0.024007093663013,0.0150619674217315
19,9.992007221626417e-16,0.1116913316205697,0.0042925888458938,0.000188797257306,0.01257878220686,0.0285706292706549,0.0246766274353208
20,9.992007221626417e-16,0.0964000946239656,0.0042878368965065,1.25309880482934e-05,9.992007221626417e-16,0.0136998257881937,0.020595377343389
21,9.992007221626417e-16,0.000813934875069,0.0073601696699349,0.00033602302016,9.992007221626417e-16,0.0348992192762545,0.0319246916451649
22,9.992007221626417e-16,0.0359361637720167,0.0048943262422361,2.3250834401016904e-05,9.992007221626417e-16,0.0272862569405975,0.0232476757921285
23,9.992007221626417e-16,0.0359361637720167,0.001125487823599,5.111463968374865e-07,9.992007221626417e-16,0.0096169142759725,0.0087280391666471
24,9.992007221626417e-16,0.000813934875069,0.020290309846609,0.0035265023108417,9.992007221626417e-16,0.0617678752318441,0.0592268134971813
25,9.992007221626417e-16,0.1116913316205697,0.0053242495492779,3.376455611565369e-05,9.992007221626417e-16,0.0322533105143716,0.0222171921883939
26,9.992007221626417e-16,0.0964000946239656,0.0182279757485591,0.0003046974311546,9.992007221626417e-16,0.0484443895761956,0.0358167926140309
27,9.992007221626417e-16,0.1116913316205697,0.0081832754585401,0.000102744435273,9.992007221626417e-16,0.0397664440773996,0.0171533799169079
28,9.992007221626417e-16,9.992007221626417e-16,0.0012899883706223,2.736281599302803e-05,9.992007221626417e-16,0.027500810376318,0.0196570832923095
29,9.992007221626417e-16,0.000813934875069,0.0041855024253838,3.519845524200902e-05,9.992007221626417e-16,0.0224818496441853,0.0200035358083449
30,9.992007221626417e-16,0.0964000946239656,0.0088912484244373,4.6997921461548426e-05,9.992007221626417e-16,0.0327688711744453,0.0219945568308381
31,9.992007221626417e-16,9.992007221626417e-16,0.0035296665946174,4.032056488373004e-05,9.992007221626417e-16,0.0347692147627557,0.020746056014475
32,9.992007221626417e-16,0.000813934875069,0.0109853582763274,0.0012232892285477,9.992007221626417e-16,0.0432981135066807,0.0393074729511875
33,9.992007221626417e-16,0.1116913316205697,0.000526124870582,2.213446280004915e-06,9.992007221626417e-16,0.0093120277525142,0.0325612114916952
34,9.992007221626417e-16,0.1116913316205697,0.0006363131107948,6.268573725393369e-06,9.992007221626417e-16,0.0104105725023133,0.0224894036115932
35,9.992007221626417e-16,9.992007221626417e-16,0.0032752503126091,4.117681435396596e-05,9.992007221626417e-16,0.0337333502963315,0.0195621107885868
36,9.992007221626417e-16,0.000813934875069,0.0043806983071533,1.865492894633008e-05,9.992007221626417e-16,0.0199835895248274,0.0172371088509832
37,9.992007221626417e-16,0.0359361637720167,0.0039557012799212,2.5525899381359355e-05,9.992007221626417e-16,0.0189906181360727,0.0167011766675358
38,9.992007221626417e-16,0.0964000946239656,0.0028377042888211,4.387842831012744e-06,9.992007221626417e-16,0.0112902400813599,0.0225234569571608
39,9.992007221626417e-16,9.992007221626417e-16,0.0020809071995992,6.8432279392069376e-06,9.992007221626417e-16,0.0229756678099332,0.0149755481207754
40,9.992007221626417e-16,0.0964000946239656,0.0077045463181557,4.023174246020976e-05,9.992007221626417e-16,0.0222856617654495,0.0208852908995903
41,9.992007221626417e-16,0.0359361637720167,0.0038866859528486,8.035809793220924e-06,9.992007221626417e-16,0.02092178812524,0.0169192093750815
42,9.992007221626417e-16,0.0964000946239656,0.0468594457173041,0.0024988565131579,0.1408574327165954,0.1374332357621427,0.2097327454132168
43,9.992007221626417e-16,0.000813934875069,0.003163068672152,3.0883376950810058e-06,9.992007221626417e-16,0.016591795260598,0.0143299796645552
44,9.992007221626417e-16,9.992007221626417e-16,0.0064579772852313,0.0003569668346983,9.992007221626417e-16,0.0606440399542808,0.0412049073496157
45,9.992007221626417e-16,0.0359361637720167,0.0066766008401041,7.349231873757315e-05,9.992007221626417e-16,0.0377271142074196,0.0330204499535837
46,9.992007221626417e-16,0.1116913316205697,0.0106054237394529,6.521288460340685e-05,9.992007221626417e-16,0.0369464162348251,0.0198195459103198
47,9.992007221626417e-16,9.992007221626417e-16,0.0005694200474198,1.0200748434571814e-05,9.992007221626417e-16,0.0212518775969399,0.0215890457949581
48,9.992007221626417e-16,9.992007221626417e-16,0.0016009611854215,8.67008358864433e-06,9.992007221626417e-16,0.0233935134876841,0.014997823992541
49,9.992007221626417e-16,0.1116913316205697,0.0022037152655997,2.089636651044878e-05,9.992007221626417e-16,0.0182655306675843,0.0178105051318291
50,9.992007221626417e-16,0.1116913316205697,0.0041853357606078,2.218942446635242e-05,9.992007221626417e-16,0.0228697219997405,0.0168111358848867
51,0.0086580627431145,9.992007221626417e-16,0.0029882255930733,2.0821279065159496e-05,9.992007221626417e-16,0.0454323964781782,0.1646382146639474
52,9.992007221626417e-16,0.0035994716824031,0.0102175711871737,1.933294382891869e-05,9.992007221626417e-16,0.0347291654451672,0.057557202913156
53,9.992007221626417e-16,0.5238474654219833,0.0091421032546595,1.6087013711085512e-06,0.0073260400920728,0.07066076034185,0.0666508776850367
54,0.0173917427118692,9.992007221626417e-16,0.0034483622127543,1.792756014214116e-05,0.0800427076735363,0.1047053667074881,0.0260672963122208
55,9.992007221626417e-16,0.1685890904078313,0.0040913359090091,1.7106310706086075e-05,9.992007221626417e-16,0.0260141560626076,0.0527121386529765
56,0.0071174677688639,0.6232455269940937,0.0162347460681019,4.096178786192811e-05,0.0645385211375711,0.0746270266301092,0.143711393079972
57,0.0071684894786125,0.1685890904078313,0.0088919129733823,2.1823067273263377e-05,0.0184620628397354,0.0331314254248815,0.0799008825163845
58,9.992007221626417e-16,0.5238474654219833,0.2704180212192726,0.0027932745828838,0.0073260400920728,0.2736235976447254,0.104026040449848
59,9.992007221626417e-16,0.0035994716824031,0.0073795870327014,1.6588952037457795e-05,9.992007221626417e-16,0.0320068063196686,0.0505424229221468
60,0.0071174677688639,0.6232455269940937,0.0297884484107869,9.675575906696956e-05,0.0779615414697118,0.1123041421794214,0.1529144770398831
61,0.0173917427118692,9.992007221626417e-16,0.0163027205034449,0.0001113680367779,0.0800427076735363,0.2797467018244878,0.071971839031507
