instances,instance_hardness
1,0.08919057718556345
2,0.4348556115152088
3,0.6879718816523924
4,0.8291544192394472
5,0.2897965914327352
6,0.1107415328320982
7,0.030203552494681096
8,0.024913466279892216
9,0.07712014557995628
10,0.37136604185856115
11,0.32348630433202064
12,0.2897965914327352
13,0.0699243482389027
14,0.08919057718556345
15,0.12087252506618418
16,0.0699243482389027
17,0.25100987856934465
18,0.027434870349910434
19,0.027434870349910434
20,0.3110729992774295
21,0.08498878399900356
22,0.1435389596664538
23,0.10293948373478723
24,0.07712014557995628
25,0.49944336947414214
26,0.024913466279892216
27,0.0734411426540642
28,0.13277609974329008
29,0.21709783184116516
30,0.06656386047164942
31,0.7102034085672648
32,0.07712014557995628
33,0.06656386047164942
34,0.30079533638472555
35,0.5966918055125692
36,0.027434870349910434
37,0.0699243482389027
38,0.030203552494681096
39,0.08096734171066866
40,0.0734411426540642
41,0.09357885932819987
42,0.07712014557995628
43,0.10293948373478723
44,0.036574793543897144
45,0.030203552494681096
46,0.036574793543897144
47,0.1300305901824561
48,0.044228712645850043
49,0.027434870349910434
50,0.0734411426540642
51,0.7082040416351604
52,0.02766432915717365
53,0.5482762945224009
54,0.1185319920495217
55,0.10136177126006973
56,0.027434870349910434
57,0.08469694980831421
58,0.7829021681588348
59,0.784354392505043
60,0.010461749309738533
61,0.44960332117336543
62,0.027434870349910434
63,0.2022806325898603
64,0.08096734171066866
65,0.47633941548954406
66,0.40124875340978416
67,0.036574793543897144
68,0.07055686022681873
69,0.2022806325898603
70,0.0699243482389027
71,0.7614536876253627
72,0.7099708346550295
73,0.024913466279892216
74,0.10252900280374311
75,0.15727539469635154
76,0.024913466279892216
77,0.8791274749338158
78,0.08498878399900356
79,0.03324209529174238
80,0.030203552494681096
81,0.04860749764969452
82,0.08919057718556345
83,0.12087252506618418
84,0.027434870349910434
85,0.024913466279892216
86,0.10293948373478723
87,0.04860749764969452
88,0.6529605890358011
89,0.15587405898334528
90,0.18403947704455448
91,0.6286339581414389
92,0.14904485961910852
93,0.2888809484633611
94,0.8884121938612595
95,0.17789463973036423
96,0.2900291653449705
97,0.08498878399900356
98,0.24827993250920688
99,0.17789463973036423
100,0.25262355264608416
101,0.2900291653449705
102,0.13612793151816227
103,0.030203552494681096
104,0.06656386047164942
105,0.7890555868389443
106,0.08919057718556345
107,0.40124875340978416
108,0.0734411426540642
109,0.15587405898334528
