instances,feature_N2,algo_random_forest
1,0.12580960775913075,0.0
2,0.12290676486576635,0.0
3,0.024620983880928482,0.0
4,0.0,0.0
5,0.49864303128084864,0.0
6,0.21384495402145764,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.022625284990344108,0.0
12,0.029333279012865865,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.11434505570524844,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.012294837124809721,0.0
31,0.015301677903601707,0.0
32,0.0,0.0
33,0.0,0.0
34,0.03655581978172395,0.0
35,0.0,0.0
36,0.0,0.0
37,0.21227342424070106,0.0
38,0.0,0.0
39,0.0,0.0
40,0.022918022265760896,0.0
41,0.0,0.0
42,0.0,0.0
43,0.01119333771636355,0.0
44,0.0,0.0
45,0.0,0.0
46,0.010518567386626487,0.0
47,0.2202006883694373,0.0
48,0.0545926408799382,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.1348323953610029,0.0
55,0.0,0.0
56,0.0036473744865266333,0.0
57,0.006315537498370771,0.0
58,0.07937381022016066,0.0
59,0.0,0.0
60,0.4879290359284064,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.3247539036293754,0.0
65,0.025065952434362826,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.02140033587947532,0.0
70,0.06968613575230465,0.0
71,0.019596329843066473,0.0
72,0.0,0.0
73,0.17764890475029638,0.0
74,0.042630463634470206,0.0
75,0.0,0.0
76,0.0,0.0
77,0.006727870460274343,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.015270489743870241,0.0
83,0.26027582336089117,0.0
84,0.00573097309022208,0.0
85,0.0,0.0
86,0.023068435777915952,0.0
87,0.04583791497624279,0.0
88,0.10920129462196237,0.0
89,0.025960100721732826,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.2282734379458251,0.0
101,0.47072832266567477,0.0
102,0.17139654721846143,0.0
103,0.009186706323046856,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.24237753421152763,0.0
108,0.016828323256991795,0.0
109,0.043987405400556234,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.0
114,0.0,0.0
115,0.18704621857377146,0.0
116,0.24371007931551625,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.1966343487784895,0.0
122,0.0,0.0
123,0.0,0.0
124,0.07729245617566938,0.0
125,0.10053893846866613,0.0
126,0.0,0.0
127,0.45586753334935204,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.003818963994291824,0.0
132,0.0,0.0
133,0.0,0.0
134,0.02491120212972453,0.0
135,0.17806574419599852,0.0
136,0.0,0.0
137,0.11127652976712643,0.0
138,0.0,0.0
139,0.0,0.0
140,0.11901194413605432,0.0
141,0.0,0.0
142,0.17616551879705433,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.19854314873726486,0.0
147,0.02188293546982123,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.20048922890744514,0.0
152,0.08245062180147356,0.0
153,0.16645571448439556,0.0
154,0.05276239090474055,0.0
155,0.0,0.0
156,0.0,0.0
157,0.1672932604745403,0.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.011201044752722433,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.40123806247456806,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.06671968689993657,0.0
173,0.0,0.0
174,0.18807327808681762,0.0
175,0.05764947119806252,0.0
176,0.21074313620084983,0.0
177,0.0,0.0
178,0.11206020239463932,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.00681260925071403,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.01628275140973756,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.003812888792724345,0.0
191,0.7510844393080385,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.030380743310008507,0.0
196,0.07199127331502075,0.0
197,0.0,0.0
198,0.20714815489747418,0.0
199,0.0,0.0
200,0.0,0.0
201,0.003660726527063507,0.0
202,0.24867439805002356,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.07108035790461387,0.0
208,0.358477001774672,0.0
209,0.0,0.0
210,0.15032260113500773,0.0
211,0.3395751779534114,0.0
212,0.0,0.0
213,0.0,0.0
214,0.03653213729320193,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.007105704118176126,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.03647778448291983,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.02077108738940381,0.0
228,0.0,0.0
229,0.0,0.0
230,0.03399693903103673,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.0
235,0.002386842818778878,0.0
236,0.0,0.0
237,0.24030308076824813,0.0
238,0.0,0.0
239,0.006686686448356682,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.11159262093231204,0.0
248,0.3373304759829068,0.0
249,0.17509055174825316,0.0
250,0.25048341176512257,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.20367057118104293,0.0
256,0.04610985483511132,0.0
257,0.1023789263916064,0.0
258,0.0,0.0
259,0.001961565017844391,0.0
260,0.0,0.0
261,0.0,0.0
262,0.06535376893040856,0.0
263,0.22880766889894066,0.0
264,0.06945878029103825,0.0
265,0.29007629459718176,0.0
266,0.005630517834211757,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.007482760834939706,0.0
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.14398435445821978,0.0
275,0.0,0.0
276,0.0,0.0
277,0.026886596648834638,0.0
278,0.0,0.0
279,0.0,0.0
280,0.22347188773469195,0.0
281,0.0,0.0
282,0.1472081380196969,0.0
283,0.19381243426143568,0.0
284,0.26967188102183937,0.0
285,0.0023925534678422844,0.0
286,0.11359519048170763,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.19880971381745716,0.0
291,0.0,0.0
292,0.0,0.0
293,0.06040383371520475,0.0
294,0.0,0.0
295,0.0,0.0
296,0.0,0.0
297,0.24018308707446612,0.0
298,0.0,0.0
299,0.0,0.0
300,0.0,0.0
301,0.35306771249524316,0.0
302,0.24591612532306228,0.0
303,0.009225824641206803,0.0
304,0.0,0.0
305,0.01644774984368469,0.0
306,0.007706770334360291,0.0
307,0.10643880419338403,0.0
308,0.0,0.0
309,0.008241046077382963,0.0
310,0.19485818207517713,0.0
311,0.10245628417034691,0.0
312,0.0,0.0
313,0.0,0.0
314,0.013405803387278592,0.0
315,0.0,0.0
316,0.0,0.0
317,0.048338747463567366,0.0
318,0.31950028078724,0.0
319,0.0,0.0
320,0.0,0.0
321,0.24628370674681044,0.0
322,0.0,0.0
323,0.005609244293641846,0.0
324,0.28858571512607445,0.0
325,0.0,0.0
326,0.21831815280430444,0.0
327,0.0,0.0
328,0.31446527611816344,0.0
329,0.0,0.0
330,0.0,0.0
331,0.04119297531394861,0.0
332,0.009387550068698292,0.0
333,0.19947617280635332,0.0
334,0.0,0.0
335,0.26037719471512144,0.0
336,0.0,0.0
337,0.0,0.0
338,0.0,0.0
339,0.0,0.0
340,0.0,0.0
341,0.011851234776290354,0.0
342,0.24418883143192405,0.0
343,0.0,0.0
344,0.006731699210240194,0.0
345,0.0,0.0
346,0.005728647628183481,0.0
347,0.0,0.0
348,0.0,0.0
349,0.0,0.0
350,0.0,0.0
351,0.0,0.0
352,0.0,0.0
353,0.11689366718518623,0.0
354,0.0,0.0
355,0.0,0.0
356,0.0,0.0
357,0.2014157784384638,0.0
358,0.5533717253289,0.0
359,0.0613446639382732,0.0
360,0.2746209198366699,0.0
361,0.0,0.0
362,0.37962569567161075,0.0
363,0.09275689534648712,0.0
364,0.08165647591898384,0.0
365,0.0,0.0
366,0.0,0.0
367,0.042108723505764556,0.0
368,0.0,0.0
369,0.33210439106974177,0.0
