instances,instance_hardness
1,0.09631131050489328
2,0.17566298645420564
3,0.4433497261873932
4,0.4220527883307509
5,0.0844364242071719
6,0.1311445145014296
7,0.6266433371205526
8,0.19038980212333367
9,0.8117846278880942
10,0.1798792056445132
11,0.2952324862793906
12,0.8313574602190484
13,0.4815833492701873
14,0.6017794306559027
15,0.5734085399461668
16,0.25858268539376517
17,0.4954546213337747
18,0.22119253327849842
19,0.22119253327849842
20,0.22450971940875464
21,0.06398141994000484
22,0.10125281766018046
23,0.142490645284007
24,0.13686092904849367
25,0.12031932395731348
26,0.3434329036901743
27,0.14278556635560646
28,0.38643430859488803
29,0.11520160546026093
30,0.19684513728567932
31,0.07712447222324048
32,0.12945438314699698
33,0.29811661507514664
34,0.29811661507514664
35,0.44022382370623914
36,0.11027427872173623
37,0.17566298645420564
38,0.15409030575776872
39,0.4433497261873932
40,0.24925032985454665
41,0.23432324823040485
42,0.19383453443952647
43,0.5808128379406955
44,0.07712447222324048
45,0.25858268539376517
46,0.07863996230932424
47,0.07369011720538299
48,0.25633469977829715
49,0.15660352350857487
50,0.4219129237417638
51,0.9034135300466757
52,0.8447247299234647
53,0.3230227114698965
54,0.07712447222324048
55,0.43122751893249767
56,0.16864253978095156
57,0.09465708395357009
58,0.6045939488090468
59,0.3434329036901743
60,0.13360797199568575
61,0.11181390287989712
62,0.14278556635560646
63,0.142490645284007
64,0.19038980212333367
65,0.15660352350857487
66,0.1670003303862081
67,0.09158639128177937
68,0.1552752700765353
69,0.10125281766018046
70,0.6017794306559027
71,0.11520160546026093
72,0.07471030674896295
73,0.1670003303862081
74,0.10097160037812203
75,0.4220527883307509
76,0.34776471182925184
77,0.08707093705295954
78,0.09158639128177937
79,0.37486123363214185
80,0.18821537211190575
81,0.09158639128177937
82,0.13584076860973993
83,0.4341139345867435
84,0.11027427872173623
85,0.40724227968993076
86,0.09158639128177937
87,0.1311445145014296
88,0.40724227968993076
89,0.14940977282714907
90,0.10097160037812203
91,0.11027427872173623
92,0.1640768247652996
93,0.18821537211190575
94,0.06738785047764329
95,0.18821537211190575
96,0.8061654655604735
97,0.11027427872173623
98,0.38643430859488803
99,0.09158639128177937
100,0.6266433371205526
101,0.09658646995332432
102,0.31913502201621835
103,0.31884843311960487
104,0.5779472116692491
105,0.3165854030206797
106,0.08832386002709991
107,0.09237221544099194
108,0.11181390287989712
109,0.22450971940875464
