instances,feature_LSC,algo_random_forest
1,0.9777777777777777,0.0
2,0.9917355371900827,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
6,0.8888888888888888,0.0
7,1.0,0.0
8,1.0,0.0
9,0.9834710743801653,0.0
10,0.9752066115702479,0.0
11,1.0,0.0
12,1.0,0.0
13,1.0,0.0
14,0.9917355371900827,0.0
15,0.9375,0.0
16,1.0,0.0
17,0.9917355371900827,0.0
18,1.0,0.0
19,0.9669421487603306,0.0
20,1.0,0.0
21,1.0,0.0
22,0.9259259259259259,0.0
23,1.0,0.0
24,1.0,0.0
25,0.9917355371900827,0.0
26,0.8760330578512396,0.0
27,0.9523809523809523,0.0
28,0.9669421487603306,0.0
29,0.9777777777777777,0.0
30,1.0,0.0
31,1.0,0.0
32,1.0,0.0
33,0.9555555555555556,0.0
34,0.9752066115702479,0.0
35,0.9917355371900827,0.0
36,1.0,0.0
37,0.9669421487603306,0.0
38,1.0,0.0
39,1.0,0.0
40,0.9555555555555556,0.0
41,0.9555555555555556,0.0
42,0.9421487603305785,0.0
43,1.0,0.0
44,1.0,0.0
45,1.0,0.0
46,1.0,0.0
47,1.0,0.0
48,1.0,0.0
49,0.9504132231404958,0.0
50,0.9338842975206612,0.0
51,0.8888888888888888,0.0
52,0.9752066115702479,0.0
53,0.9917355371900827,0.0
54,1.0,0.0
55,0.9777777777777777,0.0
56,0.8925619834710744,0.0
57,0.8760330578512396,0.0
58,1.0,0.0
59,1.0,0.0
60,1.0,0.0
61,1.0,0.0
62,1.0,0.0
63,1.0,0.0
64,0.9173553719008265,0.0
65,0.962962962962963,0.0
66,0.9555555555555556,0.0
67,0.8925619834710744,0.0
68,1.0,0.0
69,1.0,0.0
70,1.0,0.0
71,0.9555555555555556,0.0
72,0.8888888888888888,0.0
73,1.0,0.0
74,0.9555555555555556,0.0
75,0.9834710743801653,0.0
76,1.0,0.0
77,1.0,0.0
78,0.8148148148148149,0.0
79,1.0,0.0
80,1.0,0.0
81,0.8760330578512396,0.0
82,0.8925619834710744,0.0
83,1.0,0.0
84,1.0,0.0
85,0.9111111111111111,0.0
86,1.0,0.0
87,1.0,0.0
88,0.9917355371900827,0.0
89,0.9777777777777777,0.0
90,0.9777777777777777,0.0
91,1.0,0.0
92,0.9834710743801653,0.0
93,0.9917355371900827,0.0
94,0.9917355371900827,0.0
95,0.9669421487603306,0.0
96,1.0,0.0
97,1.0,0.0
98,1.0,0.0
99,0.962962962962963,0.0
100,0.9777777777777777,0.0
101,1.0,0.0
102,0.9917355371900827,0.0
103,0.9917355371900827,0.0
104,1.0,0.0
105,1.0,0.0
106,0.9504132231404958,0.0
107,1.0,0.0
108,1.0,0.0
109,1.0,0.0
110,1.0,0.0
111,0.9256198347107438,0.0
112,0.9256198347107438,0.0
113,0.9111111111111111,0.0
114,0.9917355371900827,0.0
115,0.9777777777777777,0.0
116,0.9669421487603306,0.0
117,0.9777777777777777,0.0
118,0.9008264462809917,0.0
119,0.8888888888888888,0.0
120,1.0,0.0
121,0.9111111111111111,0.0
122,0.9834710743801653,0.0
123,0.9555555555555556,0.0
124,1.0,0.0
125,1.0,0.0
126,1.0,0.0
127,1.0,0.0
128,1.0,0.0
129,0.9173553719008265,0.0
130,1.0,0.0
131,1.0,0.0
132,1.0,0.0
133,1.0,0.0
134,1.0,0.0
135,1.0,0.0
136,0.9256198347107438,0.0
137,0.9917355371900827,0.0
138,0.9777777777777777,0.0
139,0.9008264462809917,0.0
140,0.9523809523809523,0.0
141,0.9047619047619048,0.0
142,1.0,0.0
143,0.9917355371900827,0.0
144,1.0,0.0
145,1.0,0.0
146,0.9917355371900827,0.0
147,1.0,0.0
148,0.9917355371900827,0.0
149,1.0,0.0
150,1.0,0.0
151,0.9259259259259259,0.0
152,1.0,0.0
153,1.0,0.0
154,1.0,0.0
155,1.0,0.0
156,1.0,0.0
157,0.9555555555555556,0.0
158,0.9256198347107438,0.0
159,0.9752066115702479,0.0
160,1.0,0.0
161,1.0,0.0
162,0.9259259259259259,0.0
163,0.9917355371900827,0.0
164,0.9917355371900827,0.0
165,0.9917355371900827,0.0
166,0.9555555555555556,0.0
167,0.9777777777777777,0.0
168,0.9777777777777777,0.0
169,0.9259259259259259,0.0
170,0.9777777777777777,0.0
171,0.8888888888888888,0.0
172,1.0,0.0
173,0.962962962962963,0.0
174,1.0,0.0
175,1.0,0.0
176,1.0,0.0
177,0.9752066115702479,0.0
178,0.9669421487603306,0.0
179,0.9777777777777777,0.0
180,1.0,0.0
181,1.0,0.0
182,0.962962962962963,0.0
183,1.0,0.0
184,1.0,0.0
185,1.0,0.0
186,1.0,0.0
187,0.9669421487603306,0.0
188,1.0,0.0
189,0.9917355371900827,0.0
190,0.9917355371900827,0.0
191,1.0,0.0
192,1.0,0.0
193,1.0,0.0
194,0.8925619834710744,0.0
195,1.0,0.0
196,0.9777777777777777,0.0
197,1.0,0.0
198,0.8888888888888888,0.0
199,1.0,0.0
200,0.9834710743801653,0.0
201,0.9504132231404958,0.0
202,0.9523809523809523,0.0
203,0.9777777777777777,0.0
204,0.9669421487603306,0.0
205,1.0,0.0
206,0.9834710743801653,0.0
207,0.9777777777777777,0.0
208,0.8888888888888888,0.0
209,0.9752066115702479,0.0
210,1.0,0.0
211,0.9777777777777777,0.0
212,1.0,0.0
213,1.0,0.0
214,0.8888888888888888,0.0
215,0.9375,0.0
216,1.0,0.0
217,0.962962962962963,0.0
218,0.9256198347107438,0.0
219,0.9555555555555556,0.0
220,1.0,0.0
221,0.9752066115702479,0.0
222,0.9834710743801653,0.0
223,0.9669421487603306,0.0
224,0.9669421487603306,0.0
225,1.0,0.0
226,1.0,0.0
227,0.9917355371900827,0.0
228,1.0,0.0
229,1.0,0.0
230,1.0,0.0
231,0.9259259259259259,0.0
232,0.9752066115702479,0.0
233,1.0,0.0
234,0.9256198347107438,0.0
235,1.0,0.0
236,0.9917355371900827,0.0
237,1.0,0.0
238,0.9111111111111111,0.0
239,0.9669421487603306,0.0
240,0.9752066115702479,0.0
241,1.0,0.0
242,1.0,0.0
243,0.9917355371900827,0.0
