instances,feature_kDN,feature_DS,feature_CL,feature_CLD,feature_N2,feature_LSR,feature_Usefulness,feature_F2,feature_F3,feature_F4,algo_bagging,algo_gaussian_nb,algo_gradient_boosting,algo_logistic_regression,algo_random_forest,algo_svc_linear,algo_svc_rbf
60,0.0,0.8413461538461539,0.12023551866074578,0.12023551866074583,0.11153177875158815,0.0655011170449961,0.9393305439330544,0.683100457587164,0.828767082243034,0.9744337068989039,0.10536051565782628,0.12267538949271706,0.045308323120936,0.16122256196813084,0.13485559356527224,0.055529856261489964,0.11122996861907586
61,0.2,0.625,0.008646946936852973,0.008646946936852973,0.2661430975295541,0.029147570954717768,0.9225941422594143,0.6986920247082827,0.7125414031880803,0.726390781667878,9.992007221626415e-16,0.009022360433765045,0.0128240619698905,0.013855058566151157,9.992007221626415e-16,0.02527209001689102,0.028051764146140426
62,0.0,0.9903846153846154,0.014317194002261946,0.01431719400226189,0.0686710457206322,0.15001988428688576,0.9616858237547893,0.652973292367158,0.769445556237308,0.8859178201074581,0.23101772979827936,0.013610757732085674,0.013858080496330406,0.017496423315892247,0.07401803941370218,0.025013902205756725,0.032311633542764555
63,0.0,0.7980769230769231,0.0018027683413686102,0.0018027683413686102,0.11403962939158474,0.2472489639598038,0.899581589958159,0.5456887991559718,0.6787377407812558,0.8117866824065398,9.992007221626415e-16,0.0017780655668191547,0.015130825354972,0.0031250272280695726,0.020254771669105012,0.05325801225331666,0.04499566377198207
64,0.2,0.9855769230769231,0.34956683505257113,0.3495668350525712,0.44207468339567857,0.02300992486394223,0.997907949790795,0.812073959185653,0.8928658561830478,0.9736577531804426,0.3669845875401002,0.47472310338181156,0.6336621255891457,0.4854572660166767,0.48051331285777327,0.4173083342200209,0.32206233884436586
65,0.0,0.028846153846153855,0.0043132803607455195,0.0043132803607455195,0.08051064535915164,0.10679407870838005,0.8314176245210728,0.7439136111908435,0.8008522132440079,0.8577908152971722,9.992007221626415e-16,0.004196591300729777,0.005707010117191061,0.005957971256016839,9.992007221626415e-16,0.04843071983837101,0.04842234470441138
66,0.0,0.0,0.0004681485774614691,0.0004681485774614136,0.09215329222008983,0.22144442844885812,0.8096234309623431,0.6257074481232989,0.6307229876383225,0.6357385271533459,9.992007221626415e-16,0.00047926708828361546,0.0036608082903281363,0.0012393723281825377,9.992007221626415e-16,0.07437610178787427,0.06675948125191919
67,0.0,0.8894230769230769,0.21190393618621461,0.21190393618621467,0.22456820873540462,0.05900344375206117,0.9846743295019157,0.8359642729560569,0.8378548728427685,0.8397454727294801,9.992007221626415e-16,0.21451719970377758,0.028783415987831035,0.23507083283763458,9.992007221626415e-16,0.08462937651015144,0.08472360480621297
68,0.0,0.0,8.29604683907359e-05,8.296046839079141e-05,0.12471818876354956,0.3113184546525174,0.8744769874476988,0.5883507264658892,0.5910037991533692,0.5936568718408493,9.992007221626415e-16,5.715016985720476e-05,0.003708679143567123,0.00023497944062814176,9.992007221626415e-16,0.08268914244736811,0.077957184433361
69,0.4,0.9375,0.47457406519300904,0.47457406519300915,0.10165867582180277,0.10278396164160393,0.9980842911877394,0.6666666666666666,0.7286184284651955,0.7905701902637243,0.30809306971190853,0.6189182350403648,0.5145187133767949,0.6002906398613612,0.5621189181535413,0.7607730816518364,0.566943337440365
70,0.0,0.7980769230769231,0.00728475873426071,0.00728475873426071,0.08476703021774312,0.16833206528311115,0.8200836820083682,0.6225884400227103,0.7099597151833362,0.7973309903439622,9.992007221626415e-16,0.007973302644555213,0.019137303053590432,0.011137051530174188,0.04087625093612958,0.04261890740698008,0.036607579236300536
71,0.0,0.0,0.0025128416639413897,0.0025128416639413897,0.17389309374567885,0.10805078693399357,0.8138075313807531,0.6359329501721206,0.6739491162304478,0.7119652822887751,9.992007221626415e-16,0.002105830361728107,0.006563378106197285,0.0047934612958248244,0.020202707317519466,0.04174235436385495,0.041061957111512115
72,0.0,0.0,0.01416282738855279,0.014162827388552846,0.11752133397016629,0.1971884382826557,0.8556485355648535,0.6131917232656866,0.7872301129649615,0.9612685026642362,9.992007221626415e-16,0.014416541278883033,0.006537619698901837,0.027603207959665768,0.005025167926751225,0.009890963657017056,0.011286102197522248
73,0.0,0.0,0.0002694116110093514,0.0002694116110094069,0.003993012812614549,0.25539668199168136,0.8577405857740585,0.5685363351817059,0.615717207168467,0.6628980791552281,9.992007221626415e-16,0.0003575839995211323,0.0026212120429989355,0.0006110961845845659,9.992007221626415e-16,0.08729480727141808,0.07122847287100213
74,0.0,0.028846153846153855,0.00712137877935215,0.00712137877935215,0.12652254049101075,0.106075796133489,0.8275862068965517,0.8139311068308778,0.8159015891154873,0.8178720714000968,9.992007221626415e-16,0.00693310203012616,0.010247498100821593,0.009267417086398104,9.992007221626415e-16,0.048101921655131524,0.04163727596577334
75,0.0,0.0,0.002257900364207921,0.0022579003642079765,0.10471986194358651,0.11339036238043193,0.7301255230125523,0.6500789744084149,0.6773199884926522,0.7045610025768896,9.992007221626415e-16,0.0029437706243530975,0.004632088334182858,0.005012915216706739,0.005025167926751225,0.03233087882344401,0.027350099851579785
76,0.0,0.0,0.007728502544056992,0.007728502544056992,0.030951742651356473,0.10476024172442631,0.6799163179916319,0.6843226516807202,0.7148129898696404,0.7453033280585606,9.992007221626415e-16,0.00836217070829793,0.005642396832581458,0.012949613743886514,9.992007221626415e-16,0.013114939419807615,0.015089243407523194
77,0.0,0.0,0.008703284130999522,0.008703284130999467,0.06927029384711914,0.2024287431768983,0.803347280334728,0.662664643973715,0.7266820679090342,0.7906994918443535,9.992007221626415e-16,0.008450485472539376,0.007137763397455961,0.013945421883959697,9.992007221626415e-16,0.014114436233339054,0.00943424326695931
78,0.0,0.9375,0.05889349527016974,0.05889349527016963,0.3460738474628683,0.05020022992974297,0.9904214559386973,0.6860185685648847,0.7181345740799503,0.7502505795950158,0.05268025782891364,0.0601970774037537,0.015185801384088385,0.05030288146644417,0.025436165186878308,0.06770197295510139,0.07799556264121696
79,0.8,1.0,0.4678738487262434,0.4678738487262434,0.5559623155430536,0.04052566807726299,1.0,0.7551369333292987,0.8270845542320231,0.8990321751347474,0.9830564281864164,0.5915825543025979,0.5561374347047887,0.5652350365713857,0.9689709897030683,0.741102066890146,0.6239271171742602
80,0.0,0.028846153846153855,0.00602117875155439,0.006021178751554335,0.1752144864436137,0.039177503672233535,0.9386973180076629,0.6943705344807376,0.8207906785610137,0.9472108226412899,9.992007221626415e-16,0.004862530385398387,0.013417705134217726,0.00933724232042657,0.020410997260128082,0.04262482144116467,0.028773744718966616
81,0.0,0.028846153846153855,0.0015508458112070134,0.0015508458112070134,0.07175682254306692,0.19596074954866727,0.8237547892720307,0.7526436964316585,0.7531764206048492,0.7537091447780401,9.992007221626415e-16,0.0014450934561895741,0.006764255963330617,0.002075338584531991,9.992007221626415e-16,0.06828980796767002,0.07538711359133224
82,0.0,0.7211538461538461,0.049984493278647846,0.0499844932786479,0.1187906890462157,0.1170028145738567,0.9521072796934866,0.8216717478192229,0.9040834438627461,0.9864951399062691,9.992007221626415e-16,0.05249271919849263,0.022533119039036383,0.062088787735486414,9.992007221626415e-16,0.02911913381455137,0.021341016086563594
83,0.0,0.7211538461538461,0.012614628551173679,0.012614628551173623,0.06035528898778375,0.15779792956556246,0.9597701149425287,0.6491587901543358,0.7705437886351758,0.891928787116016,9.992007221626415e-16,0.01314163365634259,0.018534093973260765,0.018484092072349932,0.025436165186878308,0.022733733007182833,0.030780639913625757
84,0.0,0.7980769230769231,0.03144461440424762,0.03144461440424767,0.14071949755502944,0.07702692922919384,0.8870292887029289,0.6783970318260535,0.7596414524472754,0.8408858730684973,9.992007221626415e-16,0.03739729856671238,0.0438367700777361,0.045498506314218035,0.09431067947124129,0.03770995633832048,0.04289944299107053
85,0.0,0.0,0.004029654013287587,0.004029654013287587,0.08416663020134918,0.06827933469138153,0.803347280334728,0.681248396790951,0.6891633307142337,0.6970782646375167,9.992007221626415e-16,0.00456152185368806,0.027880241633961682,0.0074482785111607,0.015229603742354787,0.035942692716985906,0.04243061875915348
86,0.0,0.8413461538461539,0.015255544825269585,0.015255544825269585,0.033807026452303046,0.20441986176942178,0.9079497907949791,0.5990178763216087,0.7484832029121454,0.8979485295026821,9.992007221626415e-16,0.013852799551706582,0.010126890176261782,0.025557309163550743,9.992007221626415e-16,0.02822203474129771,0.04489898558160918
87,0.0,0.9230769230769231,0.008257341329378609,0.008257341329378665,0.12467267573116936,0.0433718447259877,0.9521072796934866,0.6952288136081929,0.8385889673225406,0.9819491210368883,0.05268025782891364,0.007189934812848371,0.029359937089067464,0.012572743985100525,0.015229603742354787,0.026213850538591547,0.04076104903660151
88,0.0,0.8221153846153846,0.10717050736919054,0.10717050736919054,0.1414788541579317,0.05947354679317122,0.9731800766283525,0.8955190104144648,0.9247045196467492,0.9538900288790336,0.05268025782891364,0.10440247833651246,0.06489088795126488,0.12624004233240396,0.020202707317519466,0.05247935245681015,0.05109650661367573
89,0.2,0.9807692307692307,0.4251523907013648,0.4251523907013648,0.2301238093592367,0.015874024548111144,0.9923371647509579,0.8896110520125208,0.9324848847373655,0.9753587174622101,1.4067053583800182,0.5089884467499455,0.5557503828511501,0.5349157624094514,0.3180999500590975,0.36112110893866745,0.37299867232488537
90,0.0,0.028846153846153855,0.003801133605978113,0.003801133605978113,0.1541125592638133,0.12459819056770094,0.7873563218390804,0.7823240236961687,0.7893299048450819,0.796335785993995,9.992007221626415e-16,0.00339332669616453,0.005361621627878133,0.004603561368852846,9.992007221626415e-16,0.0501321848744141,0.05402070416513402
