instances,feature_Usefulness,algo_random_forest
1,0.9883720930232558,0.2744368457017603
2,0.8372093023255813,0.07257069283483537
3,0.9883720930232558,0.5621189181535413
4,0.9767441860465116,0.941608539858445
5,0.9767441860465116,0.06187540371808753
6,1.0,0.35667494393873245
7,0.9767441860465116,0.843970070294529
8,0.9651162790697675,0.08338160893905101
9,0.9565217391304348,1.171182981502945
10,1.0,0.23572233352106983
11,0.9651162790697675,0.23572233352106983
12,0.9651162790697675,0.4620354595965587
13,0.9767441860465116,0.2484613592984996
14,0.9767441860465116,0.2744368457017603
15,0.9883720930232558,0.13926206733350766
16,0.872093023255814,0.01005033585350145
17,0.9883720930232558,0.4155154439616658
18,1.0,0.579818495252942
19,0.9767441860465116,0.2231435513142097
20,1.0,0.4462871026284195
21,0.9767441860465116,0.3011050927839216
22,0.8953488372093024,0.15082288973458366
23,0.9883720930232558,0.2484613592984996
24,1.0,0.5621189181535413
25,0.8604651162790697,0.2484613592984996
26,0.9651162790697675,0.13926206733350766
27,0.9186046511627907,0.3011050927839216
28,0.7674418604651163,0.08338160893905101
29,0.8953488372093024,0.040821994520255166
30,1.0,0.030459207484708574
31,0.9883720930232558,0.11653381625595151
32,0.872093023255814,0.4155154439616658
33,0.9883720930232558,0.40047756659712525
34,0.8604651162790697,0.19845093872383832
35,0.872093023255814,0.2484613592984996
36,0.9651162790697675,0.18632957819149348
37,0.8488372093023255,0.11653381625595151
38,1.0,0.7550225842780328
39,0.9565217391304348,0.3285040669720361
40,0.9767441860465116,0.37106368139083207
41,0.8953488372093024,0.01005033585350145
42,1.0,1.8971199848858813
43,0.8604651162790697,0.01005033585350145
44,1.0,0.10536051565782628
45,1.0,0.2876820724517809
46,0.7558139534883721,0.2744368457017603
47,0.8837209302325582,0.2613647641344075
48,1.0,1.3470736479666092
49,0.8953488372093024,0.06187540371808753
50,0.9767441860465116,0.3011050927839216
51,1.0,0.5108256237659907
52,0.813953488372093,0.10536051565782628
53,1.0,0.020202707317519466
54,0.9069767441860466,0.15082288973458366
55,0.8953488372093024,9.992007221626415e-16
56,0.8837209302325582,0.10536051565782628
57,1.0,0.7550225842780328
58,1.0,0.6348782724359695
59,0.9767441860465116,0.527632742082372
60,0.9302325581395349,0.2876820724517809
61,0.8488372093023255,0.05129329438755058
62,0.9883720930232558,0.030459207484708574
63,0.9883720930232558,0.06187540371808753
64,0.8372093023255813,0.06187540371808753
65,0.8695652173913043,0.19845093872383832
66,0.9186046511627907,0.11653381625595151
67,0.7391304347826086,0.5621189181535413
68,0.9767441860465116,0.342490308946776
69,0.8953488372093024,9.992007221626415e-16
70,1.0,1.0216512475319814
71,0.9883720930232558,0.2484613592984996
72,0.9767441860465116,0.12783337150988489
73,0.8372093023255813,0.16251892949777494
74,0.9883720930232558,0.10536051565782628
75,0.8604651162790697,0.01005033585350145
76,0.9186046511627907,0.020202707317519466
77,1.0,1.2378743560016174
78,0.9565217391304348,0.10536051565782628
79,0.872093023255814,0.342490308946776
80,0.8023255813953488,0.030459207484708574
81,0.9565217391304348,0.40047756659712525
82,0.9565217391304348,0.4942963218147801
83,0.8837209302325582,0.01005033585350145
84,0.9186046511627907,0.15082288973458366
85,0.8953488372093024,0.01005033585350145
86,0.8488372093023255,0.040821994520255166
87,0.9302325581395349,0.030459207484708574
88,0.8488372093023255,0.01005033585350145
89,0.9418604651162791,0.40047756659712525
90,0.9186046511627907,0.2231435513142097
91,0.8488372093023255,0.040821994520255166
92,0.8695652173913043,1.3862943611198906
93,0.9069767441860466,0.040821994520255166
94,0.9565217391304348,0.843970070294529
95,1.0,1.1394342831883648
96,0.8953488372093024,0.01005033585350145
97,0.8604651162790697,9.992007221626415e-16
98,0.9565217391304348,1.9661128563728327
99,0.9883720930232558,0.4155154439616658
100,0.9069767441860466,0.05129329438755058
101,0.9186046511627907,0.13926206733350766
102,0.872093023255814,9.992007221626415e-16
103,0.8953488372093024,0.01005033585350145
104,0.9534883720930233,0.01005033585350145
105,1.0,1.2378743560016174
106,1.0,1.0788096613719298
107,0.8604651162790697,0.06187540371808753
108,0.9883720930232558,0.13926206733350766
109,0.9883720930232558,0.11653381625595151
