instances,instance_hardness
1,0.18387806011329677
2,0.19017665347678792
3,0.07555387555795723
4,0.8376832299700114
5,0.04136939877689938
6,0.2581939248556946
7,0.02717574980363513
8,0.08626480891206556
9,0.4537454299608813
10,0.6119375850001441
11,0.06779479802782507
12,0.10917745736768247
13,0.1184021132641857
14,0.05304977388575216
15,0.7130940837533081
16,0.07133001692810892
17,0.14687805514958074
18,0.567714305511352
19,0.1319902786501077
20,0.7686160447984228
21,0.7581126222469
22,0.15482969286817394
23,0.3901939028450224
24,0.160365916567611
25,0.3832332459037291
26,0.47927697470955044
27,0.5462545700391187
28,0.34967619026126173
29,0.32646949408666226
30,0.1999230571899958
31,0.7256267656644906
32,0.5970953030306745
33,0.19017665347678792
34,0.06249999372707249
35,0.7022938393931886
36,0.11145104794501837
37,0.3448564008109237
38,0.032902634798476216
39,0.1319902786501077
40,0.14687805514958074
41,0.6302944099876404
42,0.10029855298646506
43,0.2581939248556946
44,0.6042800238406809
45,0.8000769428100042
46,0.9186343911117765
47,0.4947871392024247
48,0.4638066581141188
49,0.06779479802782507
50,0.08000630492459815
51,0.0449599342180772
52,0.08469707885091082
53,0.1184021132641857
54,0.02717574980363513
55,0.05653038587207304
56,0.04993385469379186
57,0.26218672210129645
58,0.05653038587207304
59,0.160365916567611
60,0.11207321917293522
61,0.31296708157708053
62,0.14687805514958074
63,0.14789094280971504
64,0.6503238097387383
65,0.09483324701471496
66,0.7885696887656646
67,0.1319902786501077
68,0.029572391419703803
69,0.06779479802782507
70,0.06779479802782507
71,0.0953520612977441
72,0.06352965608037997
73,0.05304977388575216
74,0.08000630492459815
75,0.11207321917293522
76,0.06249999372707249
77,0.1319902786501077
78,0.8749619223266751
79,0.25419959422320804
80,0.0449599342180772
81,0.10604192910654131
82,0.029572391419703803
83,0.11792920600116052
84,0.583303152479698
85,0.7737034803642764
86,0.21531860020216864
87,0.7686160447984228
88,0.8680097213498923
89,0.05422567008139112
90,0.10312384988919121
91,0.2503547342248099
92,0.1184021132641857
93,0.03578575426094999
94,0.14789094280971504
95,0.08626480891206556
96,0.22777879274444945
97,0.08136560888822353
98,0.3301635008115382
99,0.3301635008115382
100,0.14434230272273962
101,0.6042800238406809
102,0.11207321917293522
103,0.1392675000554604
104,0.5668969517115581
105,0.6450375441236739
106,0.18387806011329677
107,0.33530687561678507
108,0.07555387555795723
109,0.7418060751443054
