instances,feature_F3,algo_random_forest
1,0.5098114419674921,0.0
2,0.5028675742698601,0.0
3,0.5052401053366166,0.0
4,0.5127074195434698,0.0
5,0.5008094060480515,0.0
6,0.5110368766447999,0.0
7,0.512888291938414,0.0
8,0.5117294945482803,0.0
9,0.5177851336158354,0.0
10,0.507529391541574,0.0
11,0.49741321988447473,0.0
12,0.5040720883433779,0.0
13,0.5086777197737409,0.0
14,0.5147371133224456,0.0
15,0.505884351539178,0.0
16,0.5135730429308925,0.0
17,0.5105065118529182,0.0
18,0.5088845560616744,0.0
19,0.5119948287535336,0.0
20,0.5123435217951612,0.0
21,0.5199480699886714,0.0
22,0.513400554534611,0.0
23,0.510998468801945,0.0
24,0.5119019601639543,0.0
25,0.5157596265447751,0.0
26,0.5226528439222743,0.0
27,0.5166154951076671,0.0
28,0.5108355173948442,0.0
29,0.521108811125597,0.0
30,0.5080826478522644,0.0
31,0.5005709390979809,0.0
32,0.5088350965928914,0.0
33,0.5018874694311447,0.0
34,0.5149565239911182,0.0
35,0.5043743080319842,0.0
36,0.5117160058705997,0.0
37,0.5103800778216844,0.0
38,0.5032371072584838,0.0
39,0.5161079882547025,0.0
40,0.519028288542073,0.0
41,0.5076514240024659,0.0
42,0.5103713184178569,0.0
43,0.5071662937335587,0.0
44,0.5111676921579424,0.0
45,0.5042535217874284,0.0
46,0.5124436974829827,0.0
47,0.5110330655754106,0.0
48,0.5103009110963426,0.0
49,0.5092467464410546,0.0
50,0.5180761201750184,0.0
51,0.5046934684265706,0.0
52,0.5107423404164313,0.0
53,0.5167893951161274,0.0
54,0.5100615559372167,0.0
55,0.5200163875281342,0.0
56,0.520740626977323,0.0
57,0.5164584209906202,0.0
58,0.5145441707966428,0.0
59,0.5180118543406973,0.0
60,0.5138805311842146,0.0
61,0.5200331168998965,0.0
62,0.5186897960091685,0.0
63,0.5108361025515437,0.0
64,0.5128276916905602,0.0
65,0.515590126632851,0.0
66,0.5115100324238169,0.0
67,0.518377944400638,0.0
68,0.5086845962634872,0.0
69,0.5111043944053923,0.0
70,0.5142157812715539,0.0
71,0.5141298059347831,0.0
72,0.5027579901824558,0.0
73,0.5107139896184709,0.0
74,0.5145993183427002,0.0
75,0.5149473556627325,0.0
76,0.5123798461559249,0.0
77,0.5107500580458664,0.0
78,0.5025176089823956,0.0
79,0.5179031317612466,0.0
80,0.5077035178550748,0.0
81,0.5047504016779126,0.0
82,0.5054835496601374,0.0
83,0.5124388892163954,0.0
84,0.5135206863551454,0.0
85,0.5111567980294544,0.0
86,0.5077087353705244,0.0
87,0.5200677377067,0.0
88,0.5052936322964001,0.0
89,0.5163595137523175,0.0
90,0.5088011756150949,0.0
91,0.5087105349613895,0.0
92,0.5063441786504344,0.0
93,0.5126561737100952,0.0
94,0.5114839574536143,0.0
95,0.5120894001255967,0.0
96,0.5184430977728798,0.0
97,0.5132449559920321,0.0
98,0.5102538057478185,0.0
99,0.5221615583502311,0.0
100,0.5152267982750288,0.0
101,0.5129742732612586,0.0
102,0.5098635785629927,0.0
103,0.5150739681490062,0.0
104,0.5092855299066257,0.0
105,0.5158281243669076,0.0
106,0.5177581519059646,0.0
107,0.5185995853938588,0.0
108,0.5075645975341497,0.0
109,0.5127446475485872,0.0
110,0.5112218953952382,0.0
111,0.5080732722999315,0.0
112,0.5092028400617146,0.0
113,0.5132253755078223,0.0
114,0.5102980168421776,0.0
115,0.5106455615841958,0.0
116,0.5202743439685935,0.0
117,0.5116350562399308,0.0
118,0.5110149704652589,0.0
119,0.512799037860492,0.0
120,0.5134673594587859,0.0
121,0.5130989277537847,0.0
122,0.5166855576522038,0.0
123,0.5205251102974966,0.0
124,0.5051695554037007,0.0
125,0.5151765890079163,0.0
126,0.5124408293428275,0.0
127,0.5163286240956233,0.0
128,0.5190480463574147,0.0
129,0.5048285755459924,0.0
130,0.5179432845277059,0.0
131,0.5146062556111208,0.0
132,0.5022634768937999,0.0
133,0.5118727048074287,0.0
134,0.5192906642011227,0.0
135,0.5004880801095701,0.0
136,0.5117516764702168,0.0
137,0.5126730011951821,0.0
138,0.5176892873555381,0.0
139,0.5180503060330394,0.0
140,0.5156629422217822,0.0
141,0.5108697532071848,0.0
142,0.5084588801931118,0.0
143,0.5112459910706695,0.0
144,0.5036009028144773,0.0
145,0.5128895811472953,0.0
146,0.5068148953804602,0.0
147,0.5089482560967415,0.0
148,0.513792964184522,0.0
149,0.5134235027110932,0.0
150,0.502778549930235,0.0
151,0.5070618913158826,0.0
152,0.5124171033945278,0.0
153,0.5151520289128048,0.0
154,0.5024683215297492,0.0
155,0.5133867864513955,0.0
156,0.5148329936549179,0.0
157,0.5139547163866768,0.0
158,0.5168199206961996,0.0
159,0.5197785348894572,0.0
160,0.5151849311372336,0.0
161,0.5105794555963361,0.0
162,0.5114026703126889,0.0
163,0.5180689898847524,0.0
164,0.5079820981940195,0.0
165,0.5141312173809757,0.0
166,0.5232545680904879,0.0
167,0.5180586069435159,0.0
168,0.5075067674811532,0.0
169,0.5115923563171946,0.0
170,0.5166951608915106,0.0
171,0.5101084016977878,0.0
172,0.5188506355606571,0.0
173,0.5081790007301286,0.0
174,0.49491604045392473,0.0
175,0.5070618928511296,0.0
176,0.5168785596196975,0.0
177,0.516787787073026,0.0
178,0.5188875133179175,0.0
179,0.5155038342049579,0.0
180,0.518146057410346,0.0
181,0.512395422131502,0.0
