instances,feature_Harmfulness,algo_random_forest
1,0.0,0.601147445031592
2,0.0,0.08834478256127995
3,0.013157894736842105,0.1751508079154392
4,0.0,2.2134448564472042
5,0.0,0.3333478670164191
6,0.0,0.07887169776680043
7,0.0,0.2281328752238364
8,0.02631578947368421,0.683302617043192
9,0.06060606060606061,1.0907395053079556
10,0.0,0.08857932816777801
11,0.030303030303030304,0.2141325117766618
12,0.013157894736842105,0.4790241536031944
13,0.013157894736842105,0.10632258152122324
14,0.15151515151515152,1.2239244843096369
15,0.0,0.3691605744357759
16,0.0,0.11656444448392043
17,0.0,0.7956130852607827
18,0.07894736842105263,1.4557510367889726
19,0.0,0.2954304553009966
20,0.013157894736842105,0.14637462543850754
21,0.039473684210526314,0.13368414830350756
22,0.0,0.24873781186612529
23,0.12121212121212122,1.4013499468812733
24,0.013157894736842105,0.2431020305957008
25,0.0,0.1751508079154392
26,0.013157894736842105,0.12500507499079522
27,0.013157894736842105,1.1218696054999269
28,0.013157894736842105,0.2704815326116695
29,0.013157894736842105,0.11656444448392043
30,0.0,0.2281328752238364
31,0.0,0.2827134972657797
32,0.0,0.10530860609461368
33,0.013157894736842105,0.46080690765621013
34,0.013157894736842105,0.3691605744357759
35,0.0,0.07887169776680043
36,0.0,0.5575178424617924
37,0.0,0.2281328752238364
38,0.0,0.2704815326116695
39,0.0,0.23823813458083962
40,0.0,0.16751866119059078
41,0.0,0.16751866119059078
42,0.0,0.12202788479855244
43,0.030303030303030304,0.08682243142889995
44,0.0,0.2564714429829747
45,0.0,0.10530860609461368
46,0.0,0.1751508079154392
47,0.0,0.14812103893177275
48,0.06060606060606061,0.20945281877076088
49,0.0,0.09385216399860849
50,0.42424242424242425,1.0933702640961287
51,0.0,0.11152297533426837
52,0.030303030303030304,0.29511884407490285
53,0.02631578947368421,0.19143581663513606
54,0.0,0.13368414830350756
55,0.18181818181818182,0.9764299406697303
56,0.0,0.11808287763575591
57,0.0,0.34472622921526247
58,0.0,0.20007339974433136
59,0.0,0.3005081087427118
60,0.0,0.10530860609461368
61,0.0,0.09199541908328501
62,0.0,0.5617509970291426
63,0.06060606060606061,0.601147445031592
64,0.02631578947368421,0.09385216399860849
65,0.12121212121212122,0.8501019852076125
66,0.0,0.13368414830350756
67,0.0,0.12773142116540231
68,0.0,0.12773142116540231
69,0.09090909090909091,0.8782149688800368
70,0.12121212121212122,0.6438217861931502
71,0.013157894736842105,0.12500507499079522
72,0.0,0.16017626261295398
73,0.030303030303030304,1.4381922809649488
74,0.0,0.09385216399860849
75,0.0,0.3005081087427118
76,0.0,0.25964293913463055
77,0.0,0.16567392059679562
78,0.0,0.4438819442176016
79,0.030303030303030304,0.8501019852076125
80,0.06060606060606061,0.28000267520562927
81,0.0,0.14637462543850754
82,0.0,0.16017626261295398
83,0.0,0.14000607849764518
84,0.0,0.08857932816777801
85,0.0,0.2949007315555411
86,0.05263157894736842,0.848915715370185
87,0.0,2.088055462934898
88,0.030303030303030304,0.28322428853152654
89,0.0,0.2564714429829747
90,0.0,0.07887169776680043
91,0.0,0.11133222634928144
92,0.0,0.09693755916603508
93,0.0,1.8459975983279233
94,0.013157894736842105,0.6926291799253123
95,0.0,0.11133222634928144
96,0.030303030303030304,0.5882024882773986
97,0.0,0.4427569754050137
98,0.013157894736842105,0.10632258152122324
99,0.030303030303030304,0.6438217861931502
100,0.12121212121212122,0.7030896238899336
101,0.0,0.09385216399860849
102,0.0,0.14812103893177275
103,0.21212121212121213,0.6438217861931502
104,0.0,0.4080964610937014
105,0.24242424242424243,1.5131481979880321
106,0.0,0.24919458634358177
107,0.0,0.18313794155494875
108,0.030303030303030304,1.2934952935061295
109,0.0,0.24873781186612529
