instances,feature_Harmfulness,algo_random_forest
1,0.0,0.39369877724286306
2,0.0,0.03685217457838952
3,0.2727272727272727,1.8565039205685276
4,0.0,0.1262264508062705
5,0.0,0.09813440326741937
6,0.045454545454545456,0.3637657621211236
7,0.5,4.0250084990932615
8,0.22727272727272727,3.788335142670041
9,0.0,0.23127030219681868
10,0.0,0.02905792445865644
11,0.0,0.7675033043175343
12,0.0,0.20624345657829674
13,0.18181818181818182,0.06923582631376744
14,0.0,0.5307404455256444
15,0.0,0.1141828049710668
16,0.0,0.02905792445865644
17,0.09090909090909091,0.5394756860712407
18,0.011494252873563218,0.11831674836156357
19,0.0,0.10322976158741472
20,0.0,0.10322976158741472
21,0.3181818181818182,0.7963661904127084
22,0.011494252873563218,0.1326862817988888
23,0.0,0.10322976158741472
24,0.0,0.012580672498044537
25,0.36363636363636365,0.04869502600040291
26,0.0,0.022893315224642365
27,0.3181818181818182,1.1225686165807838
28,0.011494252873563218,0.10554118875593213
29,0.0,0.4285623538487193
30,0.0,0.04668878607602097
31,0.0,0.10857560274076704
32,0.0,0.012580672498044537
33,0.13636363636363635,0.45616567626944166
34,0.0,0.09327898203588297
35,0.5,0.44379113605459375
36,0.0,0.014184206325012206
37,0.0,0.10322976158741472
38,0.0,0.23050392380424076
39,0.0,0.026914919050408756
40,0.0,0.20680528818374871
41,0.011494252873563218,0.8779785367311329
42,0.045454545454545456,0.0980262688894285
43,0.0,0.0842474361875368
44,0.0,0.4680546540160843
45,0.0,0.10857560274076704
46,0.0,0.012580672498044537
47,0.0,0.27398901253811003
48,0.0,0.5702320318925431
49,0.0,0.02905792445865644
50,0.034482758620689655,0.8747982634051663
51,0.0,0.018024746441041566
52,0.011494252873563218,0.5702320318925431
53,0.0,0.09813440326741937
54,0.0,0.032727572701124225
55,0.0,0.08005188686685351
56,0.0,0.020315166185056126
57,0.0,0.25658715334745996
58,0.0,0.0842474361875368
59,0.2727272727272727,0.5176332330326668
60,0.011494252873563218,0.1141828049710668
61,0.0,0.20624345657829674
62,0.011494252873563218,0.19653931717379688
63,0.0,0.04668878607602097
64,0.0,0.014184206325012206
65,0.034482758620689655,0.18725023402089078
66,0.0,0.025794452895770047
67,0.0,0.10322976158741472
68,0.022988505747126436,0.1326862817988888
69,0.0,0.08005188686685351
70,0.0,0.20624345657829674
71,0.0,0.03685217457838952
72,0.0,0.022893315224642365
73,0.0,0.08005188686685351
74,0.0,0.032727572701124225
75,0.0,0.014184206325012206
76,0.0,0.8091849848134454
77,0.0,0.3881020703193017
78,0.0,0.1326862817988888
79,0.0,0.012580672498044537
80,0.0,0.12006257639402997
81,0.0,0.5702320318925431
82,0.034482758620689655,0.4680546540160843
83,0.0,0.32927575153063676
84,0.0,0.008120532636428692
85,0.0,0.003942681192854007
86,0.0,0.12006257639402997
87,0.0,0.08381354172554706
88,0.0,0.7439919625742525
89,0.0,0.032727572701124225
90,0.0,0.0664110095590548
91,0.0,0.10857560274076704
92,0.0,0.032727572701124225
93,0.0,0.20680528818374871
94,0.0,0.30054419866726356
95,0.0,0.10322976158741472
96,0.0,0.14834761294298102
97,0.011494252873563218,0.8779785367311329
98,0.2727272727272727,0.04869502600040291
99,0.0,0.020315166185056126
100,0.0,0.05252722553213665
101,0.0,0.18725023402089078
102,0.0,0.10322976158741472
103,0.034482758620689655,0.20624345657829674
104,0.0,0.1908815278696723
105,0.0,0.9510979253600435
106,0.0,0.27398901253811003
107,0.0,0.08005188686685351
108,0.4090909090909091,1.5104633758647064
109,0.0,0.09327898203588297
