instances,feature_Usefulness,algo_random_forest
1,0.8549618320610687,0.0
2,1.0,0.0
3,0.9923664122137404,0.0
4,0.8888888888888888,0.0
5,1.0,0.0
6,0.7666666666666666,0.0
7,1.0,0.0
8,1.0,0.0
9,0.9847328244274809,0.0
10,0.9923664122137404,0.0
11,0.9847328244274809,0.0
12,1.0,0.0
13,0.9,0.0
14,0.9694656488549618,0.0
15,1.0,0.0
16,1.0,0.0
17,1.0,0.0
18,1.0,0.0
19,0.9923664122137404,0.0
20,1.0,0.0
21,0.9770992366412213,0.0
22,0.9,0.0
23,1.0,0.0
24,1.0,0.0
25,0.9770992366412213,0.0
26,1.0,0.0
27,1.0,0.0
28,1.0,0.0
29,1.0,0.0
30,0.9770992366412213,0.0
31,1.0,0.0
32,0.9770992366412213,0.0
33,0.925,0.0
34,0.9770992366412213,0.0
35,1.0,0.0
36,1.0,0.0
37,0.8702290076335878,0.0
38,1.0,0.0
39,1.0,0.0
40,1.0,0.0
41,0.9389312977099237,0.0
42,0.9,0.0
43,0.975,0.0
44,0.9923664122137404,0.0
45,1.0,0.0
46,0.9923664122137404,0.0
47,0.9923664122137404,0.0
48,1.0,0.0
49,1.0,0.0
50,1.0,0.0
51,0.9770992366412213,0.0
52,1.0,0.0
53,0.9923664122137404,0.0
54,0.9770992366412213,0.0
55,1.0,0.0
56,1.0,0.0
57,0.9618320610687023,0.0
58,0.9770992366412213,0.0
59,1.0,0.0
60,1.0,0.0
61,0.9666666666666667,0.0
62,1.0,0.0
63,0.9618320610687023,0.0
64,0.9923664122137404,0.0
65,0.9541984732824428,0.0
66,0.975,0.0
67,1.0,0.0
68,0.9923664122137404,0.0
69,1.0,0.0
70,1.0,0.0
71,1.0,0.0
72,0.9541984732824428,0.0
73,1.0,0.0
74,1.0,0.0
75,0.9770992366412213,0.0
76,0.9923664122137404,0.0
77,1.0,0.0
78,0.9770992366412213,0.0
79,0.9007633587786259,0.0
80,1.0,0.0
81,0.9007633587786259,0.0
82,1.0,0.0
83,1.0,0.0
84,0.9923664122137404,0.0
85,1.0,0.0
86,0.8888888888888888,0.0
87,0.9541984732824428,0.0
88,1.0,0.0
89,0.9923664122137404,0.0
90,0.9007633587786259,0.0
91,0.9007633587786259,0.0
92,1.0,0.0
93,0.9923664122137404,0.0
94,0.9444444444444444,0.0
95,0.9236641221374046,0.0
96,1.0,0.0
97,0.9847328244274809,0.0
98,1.0,0.0
99,0.9847328244274809,0.0
100,1.0,0.0
101,0.9541984732824428,0.0
102,0.925,0.0
103,0.9923664122137404,0.0
104,1.0,0.0
105,0.9770992366412213,0.0
106,1.0,0.0
107,1.0,0.0
108,0.8888888888888888,0.0
109,0.9694656488549618,0.0
110,1.0,0.0
111,0.9444444444444444,0.0
112,1.0,0.0
113,0.9923664122137404,0.0
114,1.0,0.0
115,0.9770992366412213,0.0
116,0.9923664122137404,0.0
117,0.9007633587786259,0.0
118,1.0,0.0
119,1.0,0.0
120,1.0,0.0
121,0.9007633587786259,0.0
122,1.0,0.0
123,1.0,0.0
124,0.9847328244274809,0.0
125,0.9007633587786259,0.0
126,1.0,0.0
127,0.7666666666666666,0.0
128,1.0,0.0
129,1.0,0.0
130,0.975,0.0
131,1.0,0.0
132,0.9666666666666667,0.0
133,0.975,0.0
134,1.0,0.0
135,1.0,0.0
136,0.9541984732824428,0.0
137,1.0,0.0
138,0.9923664122137404,0.0
139,0.9444444444444444,0.0
140,0.9923664122137404,0.0
141,0.9694656488549618,0.0
142,0.9847328244274809,0.0
143,0.9,0.0
144,1.0,0.0
145,1.0,0.0
146,1.0,0.0
147,1.0,0.0
148,0.9770992366412213,0.0
149,1.0,0.0
150,0.9923664122137404,0.0
151,0.9923664122137404,0.0
152,0.9618320610687023,0.0
153,0.9923664122137404,0.0
154,1.0,0.0
155,0.9923664122137404,0.0
156,0.9923664122137404,0.0
157,1.0,0.0
158,0.7666666666666666,0.0
159,0.9007633587786259,0.0
160,1.0,0.0
161,0.9923664122137404,0.0
162,1.0,0.0
163,1.0,0.0
164,1.0,0.0
165,1.0,0.0
166,1.0,0.0
167,1.0,0.0
168,1.0,0.0
169,0.7666666666666666,0.0
170,0.975,0.0
171,0.925,0.0
172,1.0,0.0
173,0.9847328244274809,0.0
174,1.0,0.0
175,1.0,0.0
176,0.7666666666666666,0.0
177,0.9923664122137404,0.0
178,0.9389312977099237,0.0
179,1.0,0.0
180,0.9666666666666667,0.0
181,1.0,0.0
182,1.0,0.0
183,1.0,0.0
184,0.8333333333333334,0.0
185,1.0,0.0
186,0.9465648854961832,0.0
187,1.0,0.0
188,0.9,0.0
189,0.9923664122137404,0.0
190,0.9770992366412213,0.0
191,1.0,0.0
192,1.0,0.0
193,0.9465648854961832,0.0
194,0.9,0.0
195,0.9923664122137404,0.0
196,1.0,0.0
197,0.9923664122137404,0.0
198,1.0,0.0
199,1.0,0.0
200,0.9694656488549618,0.0
201,0.9444444444444444,0.0
202,0.9923664122137404,0.0
203,0.9847328244274809,0.0
204,0.9007633587786259,0.0
205,1.0,0.0
206,1.0,0.0
207,1.0,0.0
208,0.9666666666666667,0.0
209,0.9,0.0
210,0.7666666666666666,0.0
211,1.0,0.0
212,0.9007633587786259,0.0
213,1.0,0.0
214,0.9541984732824428,0.0
215,1.0,0.0
216,1.0,0.0
217,1.0,0.0
218,0.9923664122137404,0.0
219,0.9541984732824428,0.0
220,0.8888888888888888,0.0
221,1.0,0.0
222,0.9007633587786259,0.0
223,1.0,0.0
224,1.0,0.0
225,0.9770992366412213,0.0
226,1.0,0.0
227,0.9,0.0
228,0.9923664122137404,0.0
229,1.0,0.0
230,0.9007633587786259,0.0
231,1.0,0.0
232,0.8888888888888888,0.0
233,0.9541984732824428,0.0
234,0.9,0.0
235,1.0,0.0
236,1.0,0.0
237,1.0,0.0
238,0.7666666666666666,0.0
239,0.9,0.0
240,1.0,0.0
241,1.0,0.0
242,0.9847328244274809,0.0
243,0.7666666666666666,0.0
