instances,feature_N2,algo_random_forest
1,0.4545454545454545,0.3856624808119846
2,0.5454545454545454,0.8209805520698302
3,0.4545454545454545,0.11653381625595151
4,0.5454545454545454,2.995732273553991
5,0.4666666666666667,0.2744368457017603
6,0.5,0.18632957819149348
7,0.5,0.6348782724359695
8,0.5454545454545454,1.8971199848858813
9,0.4666666666666667,0.4307829160924542
10,0.5,0.4155154439616658
11,0.46153846153846156,0.12783337150988489
12,0.4444444444444444,0.342490308946776
13,0.5,0.6539264674066639
14,0.5294117647058824,2.659260036932778
15,0.5,0.7550225842780328
16,0.5,0.12783337150988489
17,0.29999999999999993,0.16251892949777494
18,0.4545454545454545,0.19845093872383832
19,0.41666666666666663,0.05129329438755058
20,0.3999999999999999,0.020202707317519466
21,0.46153846153846156,0.2613647641344075
22,0.46153846153846156,0.4307829160924542
23,0.5,0.16251892949777494
24,0.5,0.4462871026284195
25,0.5833333333333334,1.7719568419318752
26,0.4666666666666667,0.4155154439616658
27,0.41666666666666663,0.5108256237659907
28,0.5,0.7339691750802004
29,0.4545454545454545,0.18632957819149348
30,0.4285714285714286,0.10536051565782628
31,0.3846153846153846,0.09431067947124129
32,0.41666666666666663,0.31471074483970024
33,0.5,0.11653381625595151
34,0.46153846153846156,0.19845093872383832
35,0.5,0.4780358009429998
36,0.4285714285714286,0.16251892949777494
37,0.4285714285714286,0.11653381625595151
38,0.5,0.5108256237659907
39,0.3999999999999999,0.030459207484708574
40,0.5,0.5108256237659907
41,0.46153846153846156,0.2484613592984996
42,0.5,0.31471074483970024
43,0.46153846153846156,0.4780358009429998
44,0.5454545454545454,0.7765287894989963
45,0.3999999999999999,0.09431067947124129
46,0.5,0.527632742082372
47,0.46153846153846156,0.1743533871447778
48,0.41666666666666663,0.1743533871447778
49,0.46153846153846156,0.09431067947124129
50,0.5,0.616186139423817
51,0.3999999999999999,0.030459207484708574
52,0.29999999999999993,0.18632957819149348
53,0.41666666666666663,0.06187540371808753
54,0.46153846153846156,0.15082288973458366
55,0.5384615384615385,2.120263536200091
56,0.3999999999999999,0.11653381625595151
57,0.46153846153846156,0.5447271754416722
58,0.5,0.5108256237659907
59,0.5,0.7550225842780328
60,0.46153846153846156,0.31471074483970024
61,0.41666666666666663,0.3856624808119846
62,0.3999999999999999,0.11653381625595151
63,0.5,0.4780358009429998
64,0.5,0.4155154439616658
65,0.4666666666666667,0.11653381625595151
66,0.4444444444444444,0.4942963218147801
67,0.4444444444444444,0.4462871026284195
68,0.5,0.21072103131565253
69,0.46153846153846156,0.5621189181535413
70,0.4666666666666667,0.4462871026284195
71,0.2727272727272727,0.09431067947124129
72,0.3999999999999999,0.3011050927839216
73,0.41666666666666663,0.15082288973458366
74,0.41666666666666663,0.12783337150988489
75,0.41666666666666663,0.09431067947124129
76,0.46153846153846156,0.09431067947124129
77,0.4545454545454545,0.020202707317519466
78,0.5,0.11653381625595151
79,0.5,0.4942963218147801
80,0.5,0.23572233352106983
81,0.4285714285714286,0.18632957819149348
82,0.4666666666666667,0.21072103131565253
83,0.4666666666666667,0.40047756659712525
84,0.2727272727272727,0.19845093872383832
85,0.5454545454545454,1.1086626245216111
86,0.4285714285714286,0.2744368457017603
87,0.4444444444444444,0.2231435513142097
88,0.5,0.6539264674066639
89,0.3999999999999999,0.05129329438755058
90,0.4285714285714286,0.4780358009429998
91,0.4545454545454545,0.21072103131565253
92,0.4545454545454545,0.3011050927839216
93,0.3999999999999999,0.40047756659712525
94,0.3999999999999999,0.2484613592984996
95,0.4545454545454545,0.6539264674066639
96,0.41666666666666663,0.06187540371808753
97,0.46153846153846156,0.2744368457017603
98,0.5,0.616186139423817
99,0.3999999999999999,0.07257069283483537
100,0.5,0.13926206733350766
101,0.36363636363636365,0.16251892949777494
102,0.5,0.579818495252942
103,0.5,0.21072103131565253
104,0.4666666666666667,0.3011050927839216
105,0.4444444444444444,0.18632957819149348
106,0.5,0.12783337150988489
107,0.5555555555555556,0.9942522733438669
108,0.4285714285714286,0.527632742082372
109,0.5,0.4307829160924542
110,0.41666666666666663,0.37106368139083207
111,0.4545454545454545,0.2484613592984996
112,0.36363636363636365,0.18632957819149348
113,0.4545454545454545,0.6733445532637656
114,0.4285714285714286,0.12783337150988489
115,0.4545454545454545,0.09431067947124129
116,0.4545454545454545,0.12783337150988489
117,0.4545454545454545,0.21072103131565253
118,0.4285714285714286,0.12783337150988489
119,0.5454545454545454,0.5108256237659907
120,0.5,0.3856624808119846
121,0.46153846153846156,0.5621189181535413
122,0.5,0.10536051565782628
123,0.5,1.7719568419318752
124,0.5,0.4780358009429998
125,0.5833333333333334,2.995732273553991
126,0.41666666666666663,0.09431067947124129
127,0.4444444444444444,0.5621189181535413
128,0.5,0.8915981192837836
129,0.3999999999999999,0.3856624808119846
130,0.4444444444444444,0.4620354595965587
131,0.41666666666666663,0.3285040669720361
132,0.4444444444444444,0.19845093872383832
133,0.41666666666666663,0.19845093872383832
134,0.4545454545454545,0.5108256237659907
135,0.46153846153846156,0.342490308946776
136,0.4545454545454545,0.23572233352106983
137,0.4444444444444444,0.31471074483970024
