accuracy_history,f1_history,auc_history,package,time_elapsed,classifier,sample_size,Strategy,dataset
"[0.275, 0.275]","[0.19834104938271604, 0.21580862276103105]","[0.5340902800064186, 0.5787609983418914]",Pyhard,4.355943539000236,NB,0.01182033096926714,"Lowest H, Highest U Sampling",54_vehicle
"[0.44375, 0.46875]","[0.3842719780219781, 0.48552295333700035]","[0.6952439191538298, 0.7220987778134362]",Pyhard,4.408294688999831,NB,0.01182033096926714,Highest LSC Sampling,54_vehicle
"[0.25625, 0.3125]","[0.10453980099502484, 0.2034656084656085]","[0.5, 0.5788109756097561]",Pyhard,4.332894269999997,NB,0.01182033096926714,Lowest N2 Sampling,54_vehicle
"[0.3125, 0.33125]","[0.23082055512422364, 0.31319992497398746]","[0.5520416466089004, 0.6175943049315363]",Pyhard,4.4057476389998556,NB,0.01182033096926714,Lowest F3 Sampling,54_vehicle
"[0.35, 0.43125]","[0.24268382352941176, 0.4085532372357822]","[0.5704954268292683, 0.6833865867030382]",Pyhard,4.294517639999867,NB,0.01182033096926714,Lowest Harmfulness Sampling,54_vehicle
"[0.30625, 0.4]","[0.1848880247376312, 0.36304487620561615]","[0.5343838254172016, 0.6442800599058623]",Pyhard,4.263634546000048,NB,0.01182033096926714,Highest Usefulness Sampling,54_vehicle
"[0.34375, 0.41875]","[0.25885427341668377, 0.373583445314445]","[0.6031791058247754, 0.7034104888746257]",Pyhard,4.278658610999628,NB,0.01182033096926714,"Lowest H, Highest U Sampling",54_vehicle
"[0.36875, 0.48125]","[0.2707064639571347, 0.45109037912004013]","[0.584620406771502, 0.7089484715982031]",Pyhard,4.399589425999693,NB,0.01182033096926714,Highest LSC Sampling,54_vehicle
"[0.30625, 0.375]","[0.24558968414952184, 0.35389496483101734]","[0.5047385303005991, 0.5776532914794609]",Pyhard,4.3246872529998654,NB,0.01182033096926714,Lowest N2 Sampling,54_vehicle
"[0.3, 0.425]","[0.19785524920466596, 0.3691865721355158]","[0.5354370252995293, 0.6585754472881902]",Pyhard,4.390386089000003,NB,0.01182033096926714,Lowest F3 Sampling,54_vehicle
"[0.2625, 0.4125]","[0.18928207986043805, 0.35447008547008546]","[0.6305421948545145, 0.712387342212238]",Pyhard,4.522643769000297,RF,0.01182033096926714,Lowest Harmfulness Sampling,54_vehicle
"[0.39375, 0.38125]","[0.38106943291586115, 0.34796086804515036]","[0.679846156931964, 0.7457940201112538]",Pyhard,4.47751541200023,RF,0.01182033096926714,Highest Usefulness Sampling,54_vehicle
"[0.475, 0.53125]","[0.4678720301607626, 0.5060646548045742]","[0.7669733331996149, 0.7786130388853231]",Pyhard,4.459871532999841,RF,0.01182033096926714,"Lowest H, Highest U Sampling",54_vehicle
"[0.4, 0.35625]","[0.34481050382366174, 0.36070911212839224]","[0.7093509975395809, 0.7340158991228072]",Pyhard,4.54749123900001,RF,0.01182033096926714,Highest LSC Sampling,54_vehicle
"[0.45, 0.48125]","[0.45205378642685146, 0.47936186848793644]","[0.6612625361039797, 0.7105024804771075]",Pyhard,4.565954930999851,RF,0.01182033096926714,Lowest N2 Sampling,54_vehicle
"[0.46875, 0.575]","[0.46981222587719307, 0.5505913072776281]","[0.6727736046480532, 0.7379578185173299]",Pyhard,4.614468795999983,RF,0.01182033096926714,Lowest F3 Sampling,54_vehicle
"[0.36875, 0.43125]","[0.36341438400264386, 0.3986557211394607]","[0.6462314967105265, 0.762856744089645]",Pyhard,4.497144198000115,RF,0.01182033096926714,Lowest Harmfulness Sampling,54_vehicle
"[0.4375, 0.5125]","[0.403392892478956, 0.5062568558892089]","[0.6747269803701329, 0.745821231814292]",Pyhard,4.475443685999835,RF,0.01182033096926714,Highest Usefulness Sampling,54_vehicle
"[0.48125, 0.4875]","[0.480526840300727, 0.46745171806442387]","[0.7759112243260593, 0.7744419093656398]",Pyhard,4.487723532000018,RF,0.01182033096926714,"Lowest H, Highest U Sampling",54_vehicle
"[0.46875, 0.36875]","[0.4591324229083587, 0.3342074527252502]","[0.6664259233258452, 0.7143311236360719]",Pyhard,4.495927280999695,RF,0.01182033096926714,Highest LSC Sampling,54_vehicle
"[0.43125, 0.45]","[0.39434503207880844, 0.4175453625807689]","[0.6852391387195123, 0.693167773186778]",Pyhard,4.577206188999753,RF,0.01182033096926714,Lowest N2 Sampling,54_vehicle
"[0.35, 0.5]","[0.27648761734845595, 0.4245343963521643]","[0.6431787715286693, 0.7658052190308089]",Pyhard,4.59257456899968,RF,0.01182033096926714,Lowest F3 Sampling,54_vehicle
"[0.5, 0.56875]","[0.4939740305966079, 0.5351209698054248]","[0.73038706474647, 0.77640432779739]",Pyhard,4.53347697900017,RF,0.01182033096926714,Lowest Harmfulness Sampling,54_vehicle
"[0.31875, 0.36875]","[0.28494829333053834, 0.3652694423371115]","[0.6487426454856655, 0.7095657827877622]",Pyhard,4.54381559300009,RF,0.01182033096926714,Highest Usefulness Sampling,54_vehicle
"[0.425, 0.4]","[0.36939012745464356, 0.40813280280645203]","[0.7047091122432607, 0.7173597460686778]",Pyhard,4.53241243299999,RF,0.01182033096926714,"Lowest H, Highest U Sampling",54_vehicle
"[0.56875, 0.3875]","[0.5488335288892268, 0.3781253090837159]","[0.7600884046052633, 0.7234745567233634]",Pyhard,4.522720085999936,RF,0.01182033096926714,Highest LSC Sampling,54_vehicle
"[0.425, 0.49375]","[0.4093689555125725, 0.481814147471364]","[0.6483879071726573, 0.717435196699829]",Pyhard,4.561485662999985,RF,0.01182033096926714,Lowest N2 Sampling,54_vehicle
"[0.53125, 0.45]","[0.5159138260507994, 0.4151547105608165]","[0.7629749846223792, 0.7412971357509629]",Pyhard,4.6378536880001775,RF,0.01182033096926714,Lowest F3 Sampling,54_vehicle
"[0.525, 0.65]","[0.4952597163520741, 0.6075713316219645]","[0.7705882775727431, 0.8471787080124091]",Pyhard,4.532296338999913,RF,0.01182033096926714,Lowest Harmfulness Sampling,54_vehicle
"[0.4125, 0.375]","[0.4096416666306995, 0.30968865126731504]","[0.6822478237323494, 0.7294809050064186]",Pyhard,4.459922256000027,RF,0.01182033096926714,Highest Usefulness Sampling,54_vehicle
"[0.4125, 0.475]","[0.42975649374308256, 0.48697567921491913]","[0.6447238881311512, 0.7369356078840394]",Pyhard,4.517118941000263,RF,0.01182033096926714,"Lowest H, Highest U Sampling",54_vehicle
"[0.46875, 0.46875]","[0.4655302947162583, 0.47473886479204885]","[0.6864925652546, 0.676620132648695]",Pyhard,4.5161798369999815,RF,0.01182033096926714,Highest LSC Sampling,54_vehicle
"[0.3875, 0.525]","[0.34651766471674883, 0.4840853851010102]","[0.6764221624946513, 0.7971258223684212]",Pyhard,4.579093820999788,RF,0.01182033096926714,Lowest N2 Sampling,54_vehicle
"[0.475, 0.55]","[0.4602941470145054, 0.5293429643290617]","[0.7753456621737271, 0.7983546279952933]",Pyhard,4.590403554000204,RF,0.01182033096926714,Lowest F3 Sampling,54_vehicle
"[0.55625, 0.51875]","[0.5269294328510661, 0.4926790233218994]","[0.7745697274818144, 0.7773509206514763]",Pyhard,4.438656981999884,RF,0.01182033096926714,Lowest Harmfulness Sampling,54_vehicle
"[0.4375, 0.5]","[0.4200752139186836, 0.4932593968531468]","[0.6981755622860506, 0.8003480189612753]",Pyhard,4.485885522999979,RF,0.01182033096926714,Highest Usefulness Sampling,54_vehicle
"[0.41875, 0.4625]","[0.4068127394636015, 0.4357185675733183]","[0.6601592920945658, 0.7560729734970046]",Pyhard,4.475929192999956,RF,0.01182033096926714,"Lowest H, Highest U Sampling",54_vehicle
"[0.4375, 0.50625]","[0.41704508615907365, 0.47703565980167806]","[0.7124038731546857, 0.750797413216731]",Pyhard,4.524772071999905,RF,0.01182033096926714,Highest LSC Sampling,54_vehicle
"[0.46875, 0.5625]","[0.4769579134101193, 0.5536355511499126]","[0.6997792141367138, 0.7820764635483527]",Pyhard,4.563201596999988,RF,0.01182033096926714,Lowest N2 Sampling,54_vehicle
"[0.41875, 0.4625]","[0.41861886093454626, 0.4558927976913556]","[0.6677312660462131, 0.659901817233633]",Pyhard,4.611108070999762,RF,0.01182033096926714,Lowest F3 Sampling,54_vehicle
"[0.13636363636363635, 0.2727272727272727]","[0.10606060606060605, 0.26275252525252524]","[0.42431006493506485, 0.4855925324675324]",Pyhard,3.9329366810002284,5NN,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.2727272727272727, 0.5]","[0.18560606060606064, 0.4855614973262032]","[0.4650974025974026, 0.6555397727272727]",Pyhard,3.940758966999965,5NN,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.3181818181818182]","[0.28370391218688434, 0.3109831345125463]","[0.5364245129870129, 0.536323051948052]",Pyhard,3.957007692999923,5NN,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.3181818181818182, 0.2727272727272727]","[0.24747474747474743, 0.18512396694214878]","[0.5535714285714286, 0.5015219155844155]",Pyhard,3.9431709099999352,5NN,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.2727272727272727]","[0.1536050156739812, 0.23691460055096417]","[0.4086850649350649, 0.46479301948051943]",Pyhard,3.9673296400001163,5NN,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.3181818181818182]","[0.1536050156739812, 0.1536050156739812]","[0.5, 0.5710227272727273]",Pyhard,3.9890937840000333,5NN,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.5, 0.5]","[0.3897727272727273, 0.3977272727272727]","[0.5726461038961039, 0.6437702922077921]",Pyhard,3.9858571360000496,5NN,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.45454545454545453]","[0.3446969696969697, 0.3446969696969697]","[0.5872564935064934, 0.5534699675324676]",Pyhard,3.945591381000213,5NN,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.45454545454545453]","[0.1536050156739812, 0.4584239290121643]","[0.5, 0.6237824675324675]",Pyhard,3.918218774000252,5NN,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.2727272727272727, 0.6363636363636364]","[0.19886363636363635, 0.6132756132756132]","[0.59375, 0.6593952922077921]",Pyhard,3.96978179000007,5NN,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.5909090909090909, 0.45454545454545453]","[0.5762987012987013, 0.349332485696122]","[0.7244318181818181, 0.5959821428571428]",Pyhard,3.9521171809997213,5NN,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.5, 0.5454545454545454]","[0.480448717948718, 0.49659090909090914]","[0.6929788961038961, 0.6574675324675325]",Pyhard,3.9676907819998632,5NN,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.45454545454545453]","[0.2986013986013986, 0.4142561983471074]","[0.591010551948052, 0.588474025974026]",Pyhard,3.9641519969995898,5NN,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.2727272727272727]","[0.29744816586921846, 0.2735930735930736]","[0.5159293831168831, 0.4779829545454545]",Pyhard,3.916142162000142,5NN,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.5454545454545454, 0.2727272727272727]","[0.5378787878787878, 0.274372686137392]","[0.6446834415584415, 0.42339691558441556]",Pyhard,3.9429372889999286,5NN,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.36363636363636365, 0.2727272727272727]","[0.23496503496503499, 0.24289044289044293]","[0.5606737012987013, 0.4878246753246753]",Pyhard,4.065359828000055,5NN,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.45454545454545453]","[0.37299465240641716, 0.42297979797979796]","[0.5558035714285714, 0.5405844155844155]",Pyhard,4.058523565000087,5NN,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.36363636363636365]","[0.1536050156739812, 0.3093582887700535]","[0.4132508116883116, 0.3942775974025973]",Pyhard,3.964812769999753,5NN,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.45454545454545453]","[0.3181818181818182, 0.467002916869227]","[0.40868506493506485, 0.5357142857142857]",Pyhard,3.967811093000364,5NN,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.18181818181818182, 0.36363636363636365]","[0.1106719367588933, 0.3414141414141414]","[0.5187702922077921, 0.5771103896103896]",Pyhard,3.942633811000178,5NN,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.22727272727272727]","[0.3307814992025518, 0.22546620046620047]","[0.5085227272727273, 0.512885551948052]",Pyhard,3.9840710990001753,5NN,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.2727272727272727, 0.5454545454545454]","[0.2622258124650469, 0.5473193473193473]","[0.5135957792207793, 0.650974025974026]",Pyhard,3.929037743000208,5NN,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.45454545454545453]","[0.32692307692307687, 0.37299465240641716]","[0.5228287337662337, 0.6507711038961038]",Pyhard,3.959768640999755,5NN,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.09090909090909091, 0.2727272727272727]","[0.07727272727272728, 0.1897233201581028]","[0.2529423701298701, 0.414163961038961]",Pyhard,3.9593065459998797,5NN,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.22727272727272727]","[0.2362420188507145, 0.2315919374742904]","[0.4431818181818181, 0.4227881493506493]",Pyhard,3.9495219059999727,5NN,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.4090909090909091]","[0.2986013986013986, 0.3524475524475524]","[0.5523538961038961, 0.5576298701298701]",Pyhard,3.954750082999908,5NN,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.2727272727272727, 0.3181818181818182]","[0.21267217630853993, 0.29914403778040144]","[0.36891233766233755, 0.549512987012987]",Pyhard,3.9621400219998577,5NN,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.22727272727272727, 0.2727272727272727]","[0.1636363636363636, 0.2776635129576306]","[0.43019480519480513, 0.5185673701298701]",Pyhard,3.9534345219999523,5NN,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.22727272727272727, 0.36363636363636365]","[0.17500000000000002, 0.27878787878787875]","[0.5110592532467532, 0.562601461038961]",Pyhard,3.9395506029995886,5NN,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.22727272727272727, 0.3181818181818182]","[0.17676767676767674, 0.1590909090909091]","[0.4125405844155844, 0.5775162337662337]",Pyhard,3.96685836000006,5NN,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.5454545454545454, 0.5909090909090909]","[0.49673202614379086, 0.5702479338842974]","[0.6565543831168831, 0.6930803571428571]",Pyhard,3.931658460000108,C4.5,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.5909090909090909]","[0.3262987012987013, 0.5858288770053477]","[0.4887378246753246, 0.6871956168831169]",Pyhard,3.97489473800033,C4.5,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.5]","[0.40962566844919784, 0.4777777777777778]","[0.6009537337662337, 0.627536525974026]",Pyhard,3.9807166380001036,C4.5,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.22727272727272727, 0.5454545454545454]","[0.19425837320574163, 0.509090909090909]","[0.42857142857142855, 0.6519886363636362]",Pyhard,3.9743735840002046,C4.5,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.5]","[0.4075757575757576, 0.5004767959313413]","[0.562297077922078, 0.6291599025974026]",Pyhard,3.961114361,C4.5,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.22727272727272727, 0.3181818181818182]","[0.19425837320574163, 0.1781818181818182]","[0.42857142857142855, 0.4991883116883116]",Pyhard,3.9673885429997426,C4.5,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.5454545454545454]","[0.3557932263814616, 0.5200086994345366]","[0.5273944805194806, 0.6506696428571428]",Pyhard,3.932051915000102,C4.5,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.5909090909090909]","[0.4449197860962567, 0.5561801166747692]","[0.5988230519480519, 0.6871956168831168]",Pyhard,3.919568369999979,C4.5,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.6818181818181818]","[0.2892561983471074, 0.6912878787878788]","[0.49756493506493504, 0.7620738636363638]",Pyhard,3.9496719179996944,C4.5,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.3181818181818182, 0.5909090909090909]","[0.3191142191142191, 0.5822706705059646]","[0.487114448051948, 0.6989650974025974]",Pyhard,4.0129738410000755,C4.5,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.6363636363636364]","[0.3544376572044556, 0.6363636363636364]","[0.5660511363636362, 0.7279829545454546]",Pyhard,4.121141654999974,C4.5,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.2727272727272727, 0.8181818181818182]","[0.2735930735930736, 0.8180926916221033]","[0.45596590909090906, 0.8654626623376623]",Pyhard,4.097446027999922,C4.5,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.5454545454545454]","[0.38806514341273696, 0.5393939393939394]","[0.5539772727272727, 0.6603084415584415]",Pyhard,3.977102066000043,C4.5,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.22727272727272727, 0.5454545454545454]","[0.22424242424242424, 0.55754662004662]","[0.42025162337662336, 0.6581777597402597]",Pyhard,3.9560960519997934,C4.5,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.5909090909090909]","[0.39067599067599074, 0.5932263814616756]","[0.5614853896103896, 0.695211038961039]",Pyhard,3.9209245179999925,C4.5,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.18181818181818182, 0.3181818181818182]","[0.1787624140565317, 0.3262987012987013]","[0.38616071428571425, 0.4887378246753247]",Pyhard,3.9419195850000506,C4.5,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.5454545454545454]","[0.3585858585858586, 0.5150065245759025]","[0.518262987012987, 0.6678165584415584]",Pyhard,4.022894137000094,C4.5,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.5]","[0.3777777777777778, 0.44731404958677684]","[0.5668628246753246, 0.6133319805194805]",Pyhard,3.9849168720002126,C4.5,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.4090909090909091]","[0.3698752228163993, 0.42322749021313616]","[0.5668628246753247, 0.5609780844155843]",Pyhard,3.9586587339999824,C4.5,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.5909090909090909]","[0.32474747474747473, 0.5795454545454546]","[0.5319602272727273, 0.6943993506493507]",Pyhard,3.959261695999885,C4.5,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.6818181818181818]","[0.3181818181818182, 0.6941587823940765]","[0.49249188311688313, 0.7645089285714286]",Pyhard,3.962096415999895,C4.5,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.36363636363636365, 0.6363636363636364]","[0.3375060768108897, 0.609090909090909]","[0.5303368506493507, 0.7175324675324675]",Pyhard,3.959864617000676,C4.5,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.5]","[0.4406417112299465, 0.4479338842975206]","[0.5971996753246753, 0.6350446428571428]",Pyhard,3.9791067169999224,C4.5,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.2727272727272727, 0.5454545454545454]","[0.21351674641148327, 0.5072261072261072]","[0.4642857142857143, 0.6640624999999999]",Pyhard,3.969479051000235,C4.5,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.5909090909090909]","[0.39542275905912266, 0.5923368298368299]","[0.549411525974026, 0.6968344155844156]",Pyhard,3.9266064470002675,C4.5,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.5454545454545454, 0.5]","[0.5606060606060606, 0.5048668503213958]","[0.6627435064935066, 0.6229707792207791]",Pyhard,3.956186226000682,C4.5,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.6363636363636364]","[0.27139037433155083, 0.641711229946524]","[0.49756493506493504, 0.7325487012987013]",Pyhard,3.9172973610002373,C4.5,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.3181818181818182, 0.6363636363636364]","[0.33360756890168647, 0.6363636363636364]","[0.4895495129870129, 0.7229099025974026]",Pyhard,3.9535561790007705,C4.5,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.5909090909090909]","[0.4459595959595959, 0.5636363636363636]","[0.5988230519480519, 0.7035308441558441]",Pyhard,3.961539552999966,C4.5,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.4090909090909091]","[0.39019607843137255, 0.3264462809917355]","[0.559862012987013, 0.565239448051948]",Pyhard,3.949595364999368,C4.5,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.6363636363636364]","[0.3181818181818182, 0.6303030303030304]","[0.4568790584415584, 0.8145292207792207]",Pyhard,3.9403665769996223,NB,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.2727272727272727, 0.4090909090909091]","[0.18560606060606064, 0.36202938475665747]","[0.5799512987012987, 0.7617694805194806]",Pyhard,3.950471490000382,NB,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.36363636363636365]","[0.256993006993007, 0.29518716577540105]","[0.5048701298701298, 0.5884740259740259]",Pyhard,3.9389556619998984,NB,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.4090909090909091, 0.45454545454545453]","[0.4079889807162535, 0.3657407407407407]","[0.5722402597402597, 0.6568587662337662]",Pyhard,3.9691591900000276,NB,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.2727272727272727, 0.36363636363636365]","[0.2640692640692641, 0.2982393100970176]","[0.5188717532467532, 0.48254870129870125]",Pyhard,3.95792983299998,NB,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.36363636363636365]","[0.3409090909090909, 0.23863636363636365]","[0.541801948051948, 0.5765016233766233]",Pyhard,3.948191740999391,NB,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.5]","[0.36363636363636365, 0.47933884297520657]","[0.5976055194805194, 0.7585227272727273]",Pyhard,3.9604491460004283,NB,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.36363636363636365]","[0.3434343434343434, 0.31194214876033055]","[0.5442370129870129, 0.6536120129870129]",Pyhard,3.925766613000633,NB,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.2727272727272727, 0.5]","[0.24285714285714288, 0.4797979797979798]","[0.4118303571428571, 0.6221590909090908]",Pyhard,3.968926028000169,NB,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.4090909090909091, 0.45454545454545453]","[0.3614325068870524, 0.41792929292929293]","[0.5279017857142857, 0.6467126623376623]",Pyhard,3.942990486999406,NB,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.22727272727272727, 0.3181818181818182]","[0.14462809917355368, 0.2658402203856749]","[0.408887987012987, 0.5523538961038961]",Pyhard,3.9671176510000805,NB,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.3181818181818182]","[0.36363636363636365, 0.327823691460055]","[0.5697037337662337, 0.583400974025974]",Pyhard,4.013931355999375,NB,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.5454545454545454, 0.5454545454545454]","[0.5452708907254361, 0.5452708907254361]","[0.7153003246753247, 0.7368100649350648]",Pyhard,3.9403223819999766,NB,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.45454545454545453]","[0.3732323232323232, 0.34276094276094277]","[0.5689935064935064, 0.6442775974025974]",Pyhard,3.9639015130005646,NB,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.5, 0.5]","[0.49730094466936575, 0.45466023875114786]","[0.6708603896103896, 0.7573051948051948]",Pyhard,3.952098511999793,NB,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.45454545454545453, 0.45454545454545453]","[0.45534011443102346, 0.3696757787666879]","[0.6118100649350648, 0.6195211038961039]",Pyhard,3.9517935439998837,NB,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.5454545454545454]","[0.3862626262626263, 0.5283422459893049]","[0.6339285714285714, 0.6245941558441559]",Pyhard,3.9919403829999283,NB,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.4090909090909091]","[0.2377104377104377, 0.32113706726709823]","[0.6158685064935064, 0.5635146103896104]",Pyhard,3.9869739069999923,NB,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.36363636363636365, 0.4090909090909091]","[0.24452861952861954, 0.3063973063973064]","[0.578226461038961, 0.7406655844155844]",Pyhard,3.9454089360006037,NB,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.36363636363636365]","[0.3054545454545455, 0.2863636363636364]","[0.5300324675324675, 0.5091314935064934]",Pyhard,3.933661912000389,NB,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.4090909090909091]","[0.32407632474477394, 0.3919191919191919]","[0.6325081168831168, 0.5661525974025974]",Pyhard,3.954572602000553,NB,0.06622516556291391,"Lowest H, Highest U Sampling",1115_teachingAssistant
"[0.45454545454545453, 0.5]","[0.4085858585858586, 0.4439393939393939]","[0.6075487012987013, 0.7335633116883117]",Pyhard,3.9248224670000127,NB,0.06622516556291391,Highest LSC Sampling,1115_teachingAssistant
"[0.3181818181818182, 0.6363636363636364]","[0.24242424242424246, 0.6497113997113998]","[0.5785308441558441, 0.7402597402597403]",Pyhard,4.014410449999559,NB,0.06622516556291391,Lowest N2 Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.45454545454545453]","[0.3598484848484848, 0.445933014354067]","[0.700689935064935, 0.7051542207792207]",Pyhard,3.9639768030001505,NB,0.06622516556291391,Lowest F3 Sampling,1115_teachingAssistant
"[0.45454545454545453, 0.45454545454545453]","[0.36909090909090914, 0.4210108073744438]","[0.744926948051948, 0.6653814935064934]",Pyhard,3.961974800000462,NB,0.06622516556291391,Lowest Harmfulness Sampling,1115_teachingAssistant
"[0.4090909090909091, 0.5909090909090909]","[0.4065656565656566, 0.565050505050505]","[0.6166801948051948, 0.7481737012987012]",Pyhard,3.9778475090006395,NB,0.06622516556291391,Highest Usefulness Sampling,1115_teachingAssistant
