accuracy_history,f1_history,auc_history,package,time_elapsed,classifier,sample_size,Strategy,dataset
"[0.5695564516129032, 0.34274193548387094, 0.4415322580645161, 0.38205645161290325, 0.39919354838709675, 0.5110887096774194, 0.49899193548387094, 0.3377016129032258, 0.5100806451612904, 0.37399193548387094]","[0.5669030260807707, 0.3416889485659532, 0.39300188267620306, 0.3250989084095958, 0.38606357859859797, 0.5035718794550631, 0.502139415230671, 0.3375883212556061, 0.48276978673044646, 0.37560927642874026]","[0.6768915739331108, 0.5069033154619739, 0.5798100089911538, 0.5356541764377711, 0.5495025026422734, 0.6340445144761871, 0.6244743597192834, 0.5032427006344059, 0.6335221899898641, 0.5308280219988994]",modAL,0.062208737000219116,C4.5,0.016,Random Sampling,60_waveform-5000
"[0.6470588235294118, 0.7183673469387755, 0.7340862422997947, 0.7334710743801653, 0.7276507276507277, 0.7416317991631799, 0.7094736842105264, 0.7161016949152542, 0.7579957356076759, 0.6899141630901288]","[0.6063250054409046, 0.7114096417753124, 0.7335852302429852, 0.7326881757042134, 0.7224610546782275, 0.7412132397585112, 0.7086698415429377, 0.7151537521203293, 0.757105977404359, 0.6880318455320418]","[0.8740001481300552, 0.8857274629087138, 0.8973659564440384, 0.9012262577166579, 0.8914940658879258, 0.9080174588648158, 0.881177888281964, 0.8930605337406984, 0.9081663021727399, 0.8686539867335624]",modAL,0.2411893999997119,C4.5,0.028,Query by Committee,60_waveform-5000
"[0.32963709677419356, 0.5217831813576495, 0.6069246435845214, 0.6120777891504606, 0.6111111111111112, 0.610134436401241, 0.6112266112266113, 0.625914315569488, 0.625, 0.6230200633579726]","[0.28040093627772855, 0.5042257591316753, 0.6017201984755886, 0.612690231368221, 0.6118046190073467, 0.6108707885158816, 0.6120518770874268, 0.6254446527536266, 0.6245641787392424, 0.6225958421381436]","[0.497676139436801, 0.6422618915548639, 0.7046633320573444, 0.7090323682838038, 0.7084342784309714, 0.7077106817596941, 0.7085752196498709, 0.7194749518617729, 0.7188125968176111, 0.7173646175007382]",modAL,0.06482099100048799,C4.5,0.0056,Expected Model Change,60_waveform-5000
"[0.4022177419354839, 0.4022177419354839, 0.4022177419354839, 0.4022177419354839, 0.4022177419354839, 0.4022177419354839, 0.4022177419354839, 0.4022177419354839, 0.4022177419354839, 0.4022177419354839]","[0.4010745877329991, 0.4010745877329991, 0.4010745877329991, 0.4010745877329991, 0.4010745877329991, 0.4010745877329991, 0.4010745877329991, 0.4010745877329991, 0.4010745877329991, 0.4010745877329991]","[0.5523006106389988, 0.5523006106389988, 0.5523006106389988, 0.5523006106389988, 0.5523006106389988, 0.5523006106389988, 0.5523006106389988, 0.5523006106389988, 0.5523006106389988, 0.5523006106389988]",modAL,0.05064263999975083,C4.5,0.0016,Uncertain Sampling,60_waveform-5000
"[0.6360887096774194, 0.41431451612903225, 0.6189516129032258, 0.48588709677419356, 0.4223790322580645, 0.530241935483871, 0.4415322580645161, 0.6381048387096774, 0.36189516129032256, 0.34173387096774194]","[0.6273354332072772, 0.41023355696469993, 0.5882550596665286, 0.41232327918760564, 0.4285473556507688, 0.49655670630290194, 0.4432251653029316, 0.6326255063117692, 0.36366439150945, 0.3280980942802284]","[0.727773007882468, 0.5611117621151405, 0.7132153587584308, 0.612553350503326, 0.5660945593142798, 0.6473399452441844, 0.5803829855229317, 0.7289913775686208, 0.5217860507401839, 0.5056618060678779]",modAL,0.05852649000007659,C4.5,0.016,Random Sampling,60_waveform-5000
"[0.6866125760649088, 0.6204081632653061, 0.6858316221765913, 0.7097107438016529, 0.6683991683991684, 0.7071129707112971, 0.6673684210526316, 0.6853813559322034, 0.6343283582089553, 0.6351931330472103]","[0.6854771496233406, 0.5995112421174442, 0.6820178738547672, 0.7047860056943267, 0.6630142587438522, 0.7037846891530388, 0.6619780150136733, 0.6851277438786773, 0.6343172901282411, 0.6284171803149076]","[0.8536096954181263, 0.8653659974961065, 0.866539010873959, 0.8845500268750535, 0.8644575247414364, 0.8851729716582186, 0.8556186819500357, 0.8674723078431119, 0.8246544768503051, 0.8212845786965195]",modAL,0.24554196400004002,C4.5,0.028,Query by Committee,60_waveform-5000
"[0.38205645161290325, 0.6281661600810537, 0.630346232179226, 0.6294779938587513, 0.6625514403292181, 0.6639089968976215, 0.7099792099792099, 0.709508881922675, 0.7090336134453782, 0.7074973600844773]","[0.3437558080021044, 0.6150171295578933, 0.6176720694467257, 0.6168289716812918, 0.6593963209699176, 0.6607892897247793, 0.7082444802306616, 0.7076858820795513, 0.7074237948578413, 0.7058722428283751]","[0.5348645336545464, 0.7205095842506081, 0.7216563665972919, 0.7213867714882541, 0.7475190386950127, 0.7485288256769751, 0.7830204270286225, 0.7824456319881805, 0.7823612614295495, 0.7812417829953671]",modAL,0.06313891699937813,C4.5,0.0046,Expected Model Change,60_waveform-5000
"[0.3477822580645161, 0.3477822580645161, 0.3477822580645161, 0.3477822580645161, 0.3477822580645161, 0.3477822580645161, 0.3477822580645161, 0.3477822580645161, 0.3477822580645161, 0.3477822580645161]","[0.19449736128765027, 0.19449736128765027, 0.19449736128765027, 0.19449736128765027, 0.19449736128765027, 0.19449736128765027, 0.19449736128765027, 0.19449736128765027, 0.19449736128765027, 0.19449736128765027]","[0.6316879633389659, 0.6316879633389659, 0.6316879633389659, 0.6316879633389659, 0.6316879633389659, 0.6316879633389659, 0.6316879633389659, 0.6316879633389659, 0.6316879633389659, 0.6316879633389659]",modAL,0.07003019399962795,NB,0.0016,Uncertain Sampling,60_waveform-5000
"[0.4909274193548387, 0.47076612903225806, 0.4274193548387097, 0.6411290322580645, 0.4102822580645161, 0.4747983870967742, 0.46068548387096775, 0.4727822580645161, 0.37298387096774194, 0.4274193548387097]","[0.3977133832617113, 0.3764989737175935, 0.3305841621296413, 0.6110487021233569, 0.31341374223356827, 0.4137360955336989, 0.3785237428749159, 0.37415032311142365, 0.25981947102485625, 0.3284517271088159]","[0.6720345988320824, 0.616659238733472, 0.5983660105080517, 0.8448812492389013, 0.5910510381944201, 0.711162181130942, 0.6493463190118403, 0.6674224966371173, 0.5319230033584846, 0.6798385201591365]",modAL,0.07008953999957157,NB,0.016,Random Sampling,60_waveform-5000
"[0.6937119675456389, 0.773469387755102, 0.7905544147843943, 0.7985537190082644, 0.7972972972972973, 0.7960251046025104, 0.8073684210526316, 0.8177966101694916, 0.8134328358208955, 0.8004291845493562]","[0.6774127065020176, 0.775929241255691, 0.7888266839600305, 0.7916702082184756, 0.7847441440700287, 0.7827187710872462, 0.7985493861059809, 0.8127203251606935, 0.8103851065774018, 0.7941415289287392]","[0.9153057744964335, 0.9416370177441606, 0.9466156404777257, 0.9469937762677673, 0.9531577768346349, 0.951321540455679, 0.9589512739785877, 0.9602460955457689, 0.9481067058925674, 0.9529954281550745]",modAL,0.3983515259997148,NB,0.028,Query by Committee,60_waveform-5000
"[0.4425403225806452, 0.6119554204660588, 0.6120162932790224, 0.6131013306038895, 0.6265432098765432, 0.6825232678386763, 0.7297297297297297, 0.7471264367816092, 0.759453781512605, 0.7592397043294614]","[0.37727643504477465, 0.614713802887209, 0.6148506287215724, 0.6161618235395996, 0.6034327109955874, 0.6540377677907676, 0.7191990317375714, 0.7411166654595408, 0.7459508491120009, 0.7457690248845796]","[0.679859253346349, 0.8071410308109749, 0.806641233367013, 0.8070896580105981, 0.7996263260473213, 0.8347188457586909, 0.8745945989939354, 0.897153337800796, 0.9065621866021731, 0.9059560273828449]",modAL,0.08328320200052985,NB,0.0076,Expected Model Change,60_waveform-5000
"[0.3598790322580645, 0.3598790322580645, 0.3598790322580645, 0.3598790322580645, 0.3598790322580645, 0.3598790322580645, 0.3598790322580645, 0.3598790322580645, 0.3598790322580645, 0.3598790322580645]","[0.27321381178028753, 0.27321381178028753, 0.27321381178028753, 0.27321381178028753, 0.27321381178028753, 0.27321381178028753, 0.27321381178028753, 0.27321381178028753, 0.27321381178028753, 0.27321381178028753]","[0.5158476300210405, 0.5158476300210405, 0.5158476300210405, 0.5158476300210405, 0.5158476300210405, 0.5158476300210405, 0.5158476300210405, 0.5158476300210405, 0.5158476300210405, 0.5158476300210405]",modAL,0.06314463000035175,NB,0.0016,Uncertain Sampling,60_waveform-5000
"[0.4576612903225806, 0.39314516129032256, 0.4264112903225806, 0.4324596774193548, 0.4435483870967742, 0.49193548387096775, 0.46169354838709675, 0.40625, 0.4032258064516129, 0.4223790322580645]","[0.4077684815514638, 0.30004558848471513, 0.34044542481227097, 0.3417286014892697, 0.34308540125185655, 0.39615685901764, 0.4017073943798008, 0.3246465343213399, 0.3259365670655993, 0.31934594470108096]","[0.6649471665587103, 0.5654512035956012, 0.6434628577651489, 0.5875069541578204, 0.622304765365241, 0.6592517550765644, 0.6181396540398112, 0.5708597763663376, 0.5682761353919411, 0.6267402654305392]",modAL,0.07914513200012152,NB,0.016,Random Sampling,60_waveform-5000
"[0.4411764705882353, 0.7255102040816327, 0.7648870636550308, 0.7386363636363636, 0.7515592515592515, 0.7824267782426778, 0.8136842105263158, 0.788135593220339, 0.8006396588486141, 0.8079399141630901]","[0.3394880245019605, 0.719183991719638, 0.7624473048978775, 0.7293720271422575, 0.7449048724327106, 0.7718602373396679, 0.8069516086926509, 0.7781806367500901, 0.7903515088495847, 0.7998409793334067]","[0.8504211826888126, 0.9023186663659979, 0.9284213513989311, 0.9294771454718729, 0.9326078004153084, 0.9417407843185723, 0.9520164718317402, 0.9473408902259182, 0.9527248477424737, 0.9571171358282976]",modAL,0.3916424779999943,NB,0.028,Query by Committee,60_waveform-5000
"[0.4284274193548387, 0.5612968591691996, 0.5631364562118126, 0.5629477993858751, 0.6759259259259259, 0.7156153050672182, 0.761954261954262, 0.7628004179728317, 0.7668067226890757, 0.8025343189017952]","[0.31959426549378844, 0.44849443754523644, 0.4540584947066145, 0.45304260529996276, 0.64429952072328, 0.7106981829756848, 0.7604406858646434, 0.7612327983565053, 0.7654023716268678, 0.8018838421823815]","[0.5976475941199039, 0.7094480438126561, 0.8198263970948201, 0.8211693285009269, 0.8611313116087488, 0.893054248085386, 0.9217249621894072, 0.921636528715145, 0.9226505574109178, 0.9375721064037456]",modAL,0.08368131000042922,NB,0.0086,Expected Model Change,60_waveform-5000
"[0.4848790322580645, 0.4848790322580645, 0.4848790322580645, 0.4848790322580645, 0.4848790322580645, 0.4848790322580645, 0.4848790322580645, 0.4848790322580645, 0.4848790322580645, 0.4848790322580645]","[0.3922659333474912, 0.3922659333474912, 0.3922659333474912, 0.3922659333474912, 0.3922659333474912, 0.3922659333474912, 0.3922659333474912, 0.3922659333474912, 0.3922659333474912, 0.3922659333474912]","[0.7243100445481311, 0.7243100445481311, 0.7243100445481311, 0.7243100445481311, 0.7243100445481311, 0.7243100445481311, 0.7243100445481311, 0.7243100445481311, 0.7243100445481311, 0.7243100445481311]",modAL,0.06372095099959552,NB,0.0016,Uncertain Sampling,60_waveform-5000
"[0.4254032258064516, 0.43649193548387094, 0.47076612903225806, 0.35080645161290325, 0.4949596774193548, 0.3497983870967742, 0.5110887096774194, 0.3971774193548387, 0.4586693548387097, 0.4213709677419355]","[0.34363891462270457, 0.3491802866582662, 0.36908910114728505, 0.20587582343995858, 0.3982560271574595, 0.23378877539812074, 0.41850107715755286, 0.34428317789543567, 0.3700928037614604, 0.34307839100314375]","[0.5995782325426239, 0.6044279389616787, 0.6059272290913238, 0.49902972093508097, 0.6540653625838901, 0.5347966128130228, 0.6686589089615513, 0.6406945600660927, 0.6529424444566059, 0.596280678347245]",modAL,0.08144042999992962,NB,0.016,Random Sampling,60_waveform-5000
"[0.5466531440162272, 0.676530612244898, 0.7700205338809035, 0.7458677685950413, 0.8014553014553014, 0.7981171548117155, 0.7863157894736842, 0.801906779661017, 0.7985074626865671, 0.7972103004291845]","[0.4466285304200325, 0.6674093041566693, 0.7667283617224517, 0.7332809316138975, 0.8010104722668103, 0.7923099151370464, 0.7725614735163706, 0.7930972786176558, 0.7904891236818558, 0.7908631668111629]","[0.856671694504463, 0.8826458013489957, 0.9159464470173421, 0.9197969401198559, 0.936701929163441, 0.9474397776968375, 0.9452205035292047, 0.9471153038267942, 0.9461636961135306, 0.9441776999356775]",modAL,0.3932615409994469,NB,0.028,Query by Committee,60_waveform-5000
"[0.46068548387096775, 0.46099290780141844, 0.5916496945010183, 0.6745138178096213, 0.7026748971193416, 0.704239917269907, 0.7120582120582121, 0.7251828631138976, 0.7247899159663865, 0.7729672650475184]","[0.38101571840221177, 0.3812912149973102, 0.4743037292871275, 0.6687019518665386, 0.6982935904706616, 0.7000206072657655, 0.7090014029136539, 0.7214882327481407, 0.721600737585633, 0.7679116107191888]","[0.6166480031376618, 0.617219918434964, 0.7262040807755541, 0.8234373856105329, 0.84722172786593, 0.8478783346384462, 0.8591885253920264, 0.8763617018209349, 0.8806925679124536, 0.9043765861908117]",modAL,0.08002467200003593,NB,0.0086,Expected Model Change,60_waveform-5000
