instances,feature_Usefulness,algo_random_forest
1,1.0,0.0
2,1.0,0.0
3,0.6842105263157895,0.0
4,0.8260869565217391,0.0
5,0.9849624060150376,0.0
6,1.0,0.0
7,0.9924812030075187,0.0
8,1.0,0.0
9,1.0,0.0
10,1.0,0.0
11,1.0,0.0
12,0.95,0.0
13,1.0,0.0
14,1.0,0.0
15,0.9924812030075187,0.0
16,1.0,0.0
17,0.9548872180451128,0.0
18,1.0,0.0
19,1.0,0.0
20,0.9774436090225564,0.0
21,1.0,0.0
22,1.0,0.0
23,0.95,0.0
24,1.0,0.0
25,0.9849624060150376,0.0
26,0.9924812030075187,0.0
27,1.0,0.0
28,1.0,0.0
29,0.975,0.0
30,0.9699248120300752,0.0
31,1.0,0.0
32,0.95,0.0
33,1.0,0.0
34,0.6842105263157895,0.0
35,1.0,0.0
36,0.9473684210526316,0.0
37,1.0,0.0
38,0.9699248120300752,0.0
39,0.8260869565217391,0.0
40,0.9924812030075187,0.0
41,0.9774436090225564,0.0
42,1.0,0.0
43,1.0,0.0
44,1.0,0.0
45,0.887218045112782,0.0
46,1.0,0.0
47,0.887218045112782,0.0
48,0.9924812030075187,0.0
49,0.9774436090225564,0.0
50,0.9924812030075187,0.0
51,0.9849624060150376,0.0
52,0.6842105263157895,0.0
53,0.9849624060150376,0.0
54,1.0,0.0
55,1.0,0.0
56,1.0,0.0
57,1.0,0.0
58,1.0,0.0
59,0.975,0.0
60,0.9022556390977443,0.0
61,0.6842105263157895,0.0
62,1.0,0.0
63,0.9849624060150376,0.0
64,1.0,0.0
65,0.9774436090225564,0.0
66,1.0,0.0
67,0.9924812030075187,0.0
68,0.887218045112782,0.0
69,1.0,0.0
70,1.0,0.0
71,0.8571428571428572,0.0
72,0.9699248120300752,0.0
73,1.0,0.0
74,0.9624060150375939,0.0
75,1.0,0.0
76,1.0,0.0
77,0.9924812030075187,0.0
78,1.0,0.0
79,0.9548872180451128,0.0
80,0.9849624060150376,0.0
81,0.9172932330827068,0.0
82,1.0,0.0
83,1.0,0.0
84,1.0,0.0
85,1.0,0.0
86,1.0,0.0
87,0.8947368421052632,0.0
88,1.0,0.0
89,0.975,0.0
90,0.9565217391304348,0.0
91,0.975,0.0
92,0.9774436090225564,0.0
93,0.9924812030075187,0.0
94,1.0,0.0
95,0.9924812030075187,0.0
96,1.0,0.0
97,1.0,0.0
98,0.925,0.0
99,0.9473684210526316,0.0
100,0.9699248120300752,0.0
101,1.0,0.0
102,1.0,0.0
103,1.0,0.0
104,0.9398496240601504,0.0
105,1.0,0.0
106,0.9624060150375939,0.0
107,0.9774436090225564,0.0
108,0.8260869565217391,0.0
109,0.8721804511278195,0.0
110,1.0,0.0
111,0.9398496240601504,0.0
112,0.9924812030075187,0.0
113,0.6842105263157895,0.0
114,1.0,0.0
115,1.0,0.0
116,0.975,0.0
117,1.0,0.0
118,0.9699248120300752,0.0
119,1.0,0.0
