instances,feature_Harmfulness,algo_random_forest
1,0.05660377358490566,0.5438483209867114
2,0.07142857142857142,0.019418700341519848
3,0.0,0.14234171187745345
4,0.0,0.07377084970571582
5,0.05660377358490566,0.10451447985940258
6,0.0,0.10030884593386524
7,0.017857142857142856,0.47426296192048883
8,0.0,0.6028821263383892
9,0.0,0.0466865686496549
10,0.03571428571428571,0.29664424292080177
11,0.0,0.028718356231953856
12,0.0,0.14234171187745345
13,0.0,0.05363259625479061
14,0.0,0.20052854137745393
15,0.0,0.06151322314638235
16,0.0,0.05788441348726722
17,0.0,0.0466865686496549
18,0.017857142857142856,0.10030884593386524
19,0.0,0.038459849745049936
20,0.0,0.05788441348726722
21,0.017857142857142856,0.10030884593386524
22,0.0,0.0655629572487989
23,0.03773584905660377,0.20052854137745393
24,0.0,0.018374769037782034
25,0.0,0.2659542074791016
26,0.0,0.2516741842594791
27,0.018867924528301886,0.5480978366029092
28,0.0,0.11899485160387223
29,0.0,0.24993031251184386
30,0.0,0.13385618381984096
31,0.017857142857142856,0.576394187865081
32,0.08928571428571429,0.6332139905029465
33,0.0,0.1124967160779896
34,0.017857142857142856,0.21281186895234214
35,0.11320754716981132,0.19909537555325454
36,0.05357142857142857,2.5813793100265867
37,0.017857142857142856,0.028718356231953856
38,0.0,0.021417870912418556
39,0.03773584905660377,0.11899485160387223
40,0.0,0.08347037934091449
41,0.05660377358490566,0.22448871613430635
42,0.07142857142857142,0.29664424292080177
43,0.0,1.4568923258898971
44,0.0,0.16890640384364655
45,0.09433962264150944,1.079971435427777
46,0.0,0.07859635199528259
47,0.03773584905660377,0.2831650568909278
48,0.017857142857142856,0.2011050176613846
49,0.017857142857142856,0.021417870912418556
50,0.0,0.14192190265604704
51,0.0,0.6923553596091214
52,0.0,0.2516741842594791
53,0.0,1.3582352459437617
54,0.0,0.05788441348726722
55,0.0,0.19143151123573865
56,0.0,0.02996767309192611
57,0.0,0.1147880187132555
58,0.0,0.02362043811073964
59,0.07142857142857142,0.29664424292080177
60,0.018867924528301886,0.2801613335101889
61,0.0,0.028718356231953856
62,0.0,0.026046577595890723
63,0.0,0.30850241595727657
64,0.0,0.02026755131678455
65,0.0,0.04869872652843359
66,0.0,0.06151322314638235
67,0.0,0.2809364558546808
68,0.09433962264150944,0.42767352956343746
69,0.0,0.2809364558546808
70,0.018867924528301886,1.4544628246004792
71,0.018867924528301886,2.529929165461066
72,0.0,0.0466865686496549
73,0.0,0.02996767309192611
74,0.017857142857142856,0.05142177233826732
75,0.018867924528301886,0.04869872652843359
76,0.018867924528301886,0.013685719618138014
77,0.05357142857142857,0.47426296192048883
78,0.0,0.138253797122183
79,0.017857142857142856,0.07548044242908981
80,0.0,0.011241288288253024
81,0.0,0.22448871613430635
82,0.0,1.3263143802250679
83,0.03571428571428571,0.09127272074615685
84,0.018867924528301886,0.0650008867433393
85,0.017857142857142856,0.08301717871672766
86,0.0,0.012403803559172913
87,0.07142857142857142,0.2726813440076478
88,0.0,0.1516004944610793
89,0.0,0.2011050176613846
90,0.0,0.08863348538959899
91,0.0,0.016657284231078387
92,0.018867924528301886,0.09381703764544518
93,0.0,0.05662379773138207
94,0.018867924528301886,0.1260093369350452
95,0.0,0.05363259625479061
96,0.05357142857142857,2.133742430063445
97,0.017857142857142856,0.15989330991132947
98,0.0,0.4655108937252572
99,0.0,0.08347037934091449
100,0.0,0.04420876743852009
101,0.0,0.6317288245699312
102,0.08928571428571429,3.140855102313589
103,0.05660377358490566,0.14192190265604704
104,0.017857142857142856,0.062335875715793465
105,0.20754716981132076,1.6015446585255213
106,0.017857142857142856,1.7569311471119837
107,0.0,0.9371785031198239
108,0.0,0.09988965913275888
109,0.03773584905660377,0.8976696704470053
