instances,instance_hardness
1,0.41949004035879534
2,0.019231371897994287
3,0.13267516935355883
4,0.0711154763827041
5,0.09923824559110606
6,0.09544199417152688
7,0.37765642161398494
8,0.4527678311717307
9,0.04561351463896146
10,0.2566915974439534
11,0.02830990360844632
12,0.13267516935355883
13,0.052219739441305424
14,0.1817018656634899
15,0.05965948860301318
16,0.05624097305259812
17,0.04561351463896146
18,0.09544199417152688
19,0.03772966063632632
20,0.05624097305259812
21,0.09544199417152688
22,0.06345991708346366
23,0.1817018656634899
24,0.01820698222220074
25,0.23352577451561096
26,0.22250198210211702
27,0.4219516923788451
28,0.11218762844004015
29,0.22114494236714188
30,0.12528414614932193
31,0.4380791008652678
32,0.4691171961620272
33,0.10639971838266937
34,0.19169180922019635
35,0.18052826796417298
36,0.9243304397739112
37,0.02830990360844632
38,0.021190137070931758
39,0.11218762844004015
40,0.08008166514493686
41,0.20107540839314864
42,0.2566915974439534
43,0.7670408880222778
44,0.15541205012743653
45,0.6603947738155967
46,0.07558701339529883
47,0.24660457550992154
48,0.1821734591868185
49,0.021190137070931758
50,0.13231098195243274
51,0.499603932738104
52,0.22250198210211702
53,0.7428858799974016
54,0.05624097305259812
55,0.17422382044011708
56,0.029523094440860764
57,0.10844488312236367
58,0.023343659059350763
59,0.2566915974439534
60,0.2443381819527971
61,0.02830990360844632
62,0.025710291520436468
63,0.26545382243515625
64,0.020063545058999654
65,0.04753196016995531
66,0.05965948860301318
67,0.2449236853651411
68,0.3479757533043515
69,0.2449236853651411
70,0.766474225484389
71,0.9203353369042775
72,0.04561351463896146
73,0.029523094440860764
74,0.050122046212889404
75,0.04753196016995531
76,0.0135924959197804
77,0.37765642161398494
78,0.12912236254264642
79,0.07270213394957492
80,0.011178341097028088
81,0.20107540839314864
82,0.7345461775648437
83,0.08723125402161247
84,0.06293336756055978
85,0.07966466309572251
86,0.012327193467123077
87,0.2386646469481415
88,0.14066848012445
89,0.1821734591868185
90,0.08481906070210776
91,0.016519318777526437
92,0.08955067504485426
93,0.05505050534995082
94,0.11839338475871453
95,0.052219739441305424
96,0.8816066152412855
97,0.1477652908873308
98,0.37218572313264764
99,0.08008166514493686
100,0.04324580250102206
101,0.4683281613285484
102,0.9567541974989779
103,0.13231098195243274
104,0.060432744036941655
105,0.798415102447592
106,0.8274263448233081
107,0.6082684530955694
108,0.09506273591017333
109,0.5924817941827305
