instances,instance_hardness
1,0.34749423554309256
2,0.17243929493131382
3,0.08397635967128247
4,0.07957359882426318
5,0.09853909066234157
6,0.6525057644569074
7,0.6710602289890804
8,0.6786048334001589
9,0.08859927382017474
10,0.7389670558516485
11,0.07957359882426318
12,0.1642300736494381
13,0.45986422902216617
14,0.09345071750615874
15,0.11848473890429734
16,0.7036340137538166
17,0.8190299896090637
18,0.07538267263541032
19,0.3194906927083805
20,0.14148280371586386
21,0.3194906927083805
22,0.679920443811916
23,0.32007955618808404
24,0.2745300330401139
25,0.25820671377718163
26,0.1977616596254982
27,0.10161800111522523
28,0.2660243239952562
29,0.4949474228488048
30,0.32893977101091965
31,0.10161800111522523
32,0.4512962559014334
33,0.08397635967128247
34,0.09853909066234157
35,0.2495251547626044
36,0.9065492824938413
37,0.3101875815042747
38,0.08397635967128247
39,0.11405366673333628
40,0.0713953500830129
41,0.1642300736494381
42,0.09853909066234157
43,0.30874024086072405
44,0.3883604010073205
45,0.12306404872137355
46,0.3194906927083805
47,0.06760351413423749
48,0.06760351413423749
49,0.1905902491466287
50,0.472732979787043
51,0.22608801285417357
52,0.11405366673333628
53,0.06399918466249299
54,0.2183687311431256
55,0.7914760763165843
56,0.5699612165130334
57,0.7504748452373956
58,0.7079608131564818
59,0.14292413249710822
60,0.9323964858657625
61,0.14875735888364883
62,0.46266999631318306
63,0.14828910504200443
64,0.15381932092495476
65,0.29203918684351815
66,0.20852392368341566
67,0.17180910054964982
68,0.06057453813866254
69,0.3276510667796495
70,0.25526709289352123
71,0.12779468614866096
72,0.8461806790750452
73,0.5546648902615077
74,0.2745300330401139
75,0.8094097508533713
76,0.2183687311431256
77,0.051303141328120194
78,0.12779468614866096
79,0.32893977101091965
80,0.05423388019621922
81,0.17243929493131382
82,0.10161800111522523
83,0.10562353809027503
84,0.691259759139276
85,0.18402552861828592
86,0.5804989708925159
87,0.10387277898391745
88,0.18443238052798017
89,0.1094601117983579
90,0.11405366673333628
91,0.22327906712854984
92,0.6312913145468986
93,0.20425311180205385
94,0.09853909066234157
95,0.06399918466249299
96,0.16538479023523966
97,0.09774776369440308
98,0.38900363927639703
99,0.14148280371586386
100,0.05423388019621922
101,0.20852392368341566
102,0.11530931562435986
103,0.691259759139276
104,0.15381932092495476
105,0.1809700103909363
106,0.2745300330401139
107,0.05423388019621922
108,0.19733251825652198
109,0.28320276491536955
